Time,Timestamp,Fp1,Fp2,C3,C4,P7,P8,O1,O2,Estimulo
6.508,1595457120140.489,39524.230,15732.521,-61324.645,-17974.736,-15766.942,-27824.301,-63354.406,-22988.389,0
6.512,1595457120144.489,36078.465,15651.429,-61349.793,-17996.305,-15388.236,-27841.332,-63363.953,-22866.146,0
6.516,1595457120148.489,37486.152,15708.112,-61399.523,-18074.312,-15335.866,-27916.344,-63429.621,-22887.225,0
6.520,1595457120152.489,40918.285,15747.988,-61391.703,-18102.230,-15894.348,-27926.246,-63449.715,-22918.137,0
6.524,1595457120156.489,41432.934,15768.439,-61328.020,-18019.373,-16218.157,-27870.635,-63385.141,-22831.994,0
6.528,1595457120160.489,39501.746,15739.472,-61322.055,-17972.814,-15823.157,-27788.246,-63339.320,-22723.564,0
6.532,1595457120164.488,36029.336,15661.889,-61349.234,-17997.535,-15411.997,-27788.270,-63336.793,-22698.264,0
6.536,1595457120168.488,37420.125,15708.202,-61410.590,-18089.646,-15339.398,-27932.035,-63405.480,-22803.719,0
6.540,1595457120172.488,40862.875,15744.657,-61397.805,-18116.223,-15901.545,-27913.416,-63419.742,-22864.246,0
6.544,1595457120176.488,41412.016,15763.433,-61333.699,-18031.621,-16221.756,-27765.760,-63352.977,-22791.693,0
6.548,1595457120180.488,39484.645,15746.669,-61317.090,-17981.307,-15796.044,-27741.822,-63297.254,-22705.348,0
6.552,1595457120184.488,35999.004,15667.209,-61342.371,-18010.633,-15349.858,-27783.820,-63292.738,-22695.289,0
6.556,1595457120188.488,37349.629,15717.255,-61400.375,-18100.912,-15259.200,-27914.557,-63361.070,-22798.242,0
6.560,1595457120192.487,40849.129,15754.045,-61392.191,-18119.307,-15839.966,-27841.266,-63382.953,-22852.109,0
6.564,1595457120196.487,41441.898,15760.080,-61333.723,-18049.436,-16195.447,-27775.127,-63324.793,-22806.178,0
6.568,1595457120200.487,39491.328,15745.641,-61311.750,-18001.670,-15761.466,-27733.328,-63264.039,-22724.057,0
6.572,1595457120204.487,35974.484,15667.880,-61331.641,-18027.486,-15291.610,-27763.793,-63258.160,-22699.426,0
6.576,1595457120208.487,37311.230,15726.731,-61383.766,-18101.492,-15189.730,-27844.707,-63327.473,-22768.783,0
6.580,1595457120212.487,40849.152,15769.088,-61378.113,-18121.811,-15800.202,-27818.197,-63357.492,-22806.400,0
6.584,1595457120216.487,41458.707,15768.663,-61316.645,-18051.850,-16195.381,-27753.824,-63300.809,-22722.023,0
6.588,1595457120220.487,39499.266,15739.315,-61297.555,-17997.289,-15777.560,-27675.504,-63248.172,-22609.080,0
6.592,1595457120224.486,35925.758,15661.666,-61317.762,-18015.014,-15308.888,-27699.867,-63242.047,-22566.320,0
6.596,1595457120228.486,37219.922,15731.336,-61367.293,-18081.018,-15199.454,-27760.643,-63306.465,-22619.406,0
6.600,1595457120232.486,40785.359,15775.213,-61357.660,-18111.818,-15834.132,-27786.033,-63335.766,-22671.127,0
6.604,1595457120236.486,41438.703,15778.945,-61297.445,-18059.605,-16229.064,-27680.398,-63281.406,-22591.041,0
6.608,1595457120240.486,39479.617,15758.694,-61277.707,-18021.607,-15804.649,-27628.879,-63229.910,-22480.512,0
6.612,1595457120244.486,35890.484,15680.933,-61296.730,-18031.420,-15331.083,-27647.072,-63226.176,-22439.697,0
6.616,1595457120248.486,37142.227,15746.223,-61349.613,-18094.652,-15221.180,-27749.467,-63296.113,-22513.414,0
6.620,1595457120252.485,40748.414,15793.317,-61344.137,-18106.029,-15860.618,-27752.371,-63329.082,-22571.416,0
6.624,1595457120256.485,41442.727,15802.325,-61280.793,-18007.594,-16269.856,-27615.043,-63270.367,-22490.615,0
6.628,1595457120260.485,39501.297,15771.972,-61258.148,-17954.730,-15847.654,-27609.791,-63218.062,-22394.414,0
6.632,1595457120264.485,35869.766,15679.860,-61281.844,-17980.346,-15370.512,-27749.422,-63217.996,-22379.348,0
6.636,1595457120268.485,37092.113,15743.093,-61339.758,-18040.920,-15230.031,-27667.613,-63291.020,-22420.273,0
6.640,1595457120272.485,40743.965,15781.694,-61331.621,-18066.736,-15873.426,-27660.529,-63323.605,-22465.021,0
6.644,1595457120276.485,41473.727,15785.472,-61270.332,-17992.281,-16325.959,-27594.613,-63271.773,-22399.600,0
6.648,1595457120280.485,39528.297,15778.186,-61245.922,-17920.086,-15904.763,-27548.189,-63215.582,-22292.064,0
6.652,1595457120284.484,35868.023,15695.037,-61272.590,-17936.693,-15393.914,-27583.258,-63211.805,-22262.693,0
6.656,1595457120288.484,37028.770,15756.817,-61327.328,-18006.922,-15223.996,-27679.125,-63276.805,-22337.998,0
6.660,1595457120292.484,40692.043,15801.186,-61322.859,-18028.201,-15842.849,-27681.025,-63308.184,-22398.973,0
6.664,1595457120296.484,41465.391,15805.388,-61256.094,-17954.820,-16306.134,-27585.561,-63251.457,-22337.125,0
6.668,1595457120300.484,39522.422,15780.935,-61237.387,-17894.537,-15891.821,-27540.746,-63198.215,-22242.912,0
6.672,1595457120304.484,35842.340,15684.040,-61272.277,-17915.168,-15389.198,-27563.723,-63203.152,-22232.006,0
6.676,1595457120308.484,36949.109,15747.430,-61330.590,-17994.271,-15210.652,-27660.977,-63272.488,-22326.396,0
6.680,1595457120312.483,40666.941,15794.927,-61328.109,-18019.104,-15828.320,-27672.195,-63306.172,-22400.605,0
6.684,1595457120316.483,41489.039,15801.186,-61260.988,-17939.129,-16299.383,-27600.805,-63248.082,-22342.199,0
6.688,1595457120320.483,39552.953,15778.163,-61236.738,-17888.078,-15889.206,-27525.502,-63194.145,-22251.072,0
6.692,1595457120324.483,35804.230,15695.238,-61258.082,-17902.115,-15383.252,-27545.172,-63188.000,-22230.775,0
6.696,1595457120328.483,36860.797,15755.744,-61322.703,-17978.559,-15207.769,-27643.094,-63260.531,-22323.268,0
6.700,1595457120332.483,40613.340,15806.103,-61312.488,-18004.307,-15820.967,-27648.279,-63286.281,-22395.910,0
6.704,1595457120336.483,41543.867,15818.352,-61241.609,-17926.613,-16296.120,-27586.857,-63223.648,-22347.408,0
6.708,1595457120340.483,39606.797,15799.866,-61218.184,-17874.980,-15896.359,-27547.229,-63164.551,-22262.113,0
6.712,1595457120344.482,35759.570,15695.148,-61250.730,-17897.020,-15409.023,-27535.248,-63166.184,-22242.555,0
6.716,1595457120348.482,36660.348,15755.230,-61301.289,-17975.406,-15218.453,-27627.850,-63229.574,-22332.254,0
6.720,1595457120352.482,40448.898,15811.020,-61295.297,-18009.717,-15782.611,-27654.426,-63256.797,-22408.025,0
6.724,1595457120356.482,41593.934,15823.358,-61232.000,-17931.463,-16242.945,-27568.977,-63199.578,-22353.756,0
6.728,1595457120360.482,40226.523,15800.246,-61228.824,-17890.537,-15810.193,-27521.902,-63162.250,-22279.793,0
6.732,1595457120364.482,35180.930,15647.159,-61227.125,-17915.660,-15603.171,-27529.994,-63140.367,-22276.105,0
6.736,1595457120368.482,34426.020,15734.645,-61264.969,-17951.311,-15332.111,-27580.039,-63183.598,-22329.012,0
6.740,1595457120372.481,39487.105,15859.971,-61317.605,-17986.627,-15553.461,-27626.867,-63253.086,-22399.801,0
6.744,1595457120376.481,43198.770,15850.426,-61318.523,-17970.578,-15986.392,-27603.867,-63254.004,-22405.500,0
6.748,1595457120380.481,41648.719,15730.018,-61275.023,-17926.277,-15944.729,-27557.018,-63187.285,-22358.137,0
6.752,1595457120384.481,35299.395,15560.412,-61220.332,-17894.762,-15735.516,-27513.053,-63119.289,-22315.533,0
6.756,1595457120388.481,34369.113,15667.901,-61251.781,-17927.461,-15351.401,-27570.004,-63190.926,-22357.666,0
6.760,1595457120392.481,39436.656,15792.603,-61291.074,-17959.984,-15577.623,-27614.373,-63306.664,-22400.045,0
6.764,1595457120396.481,43200.332,15790.836,-61283.520,-17928.803,-16020.389,-27580.912,-63309.637,-22334.332,0
6.768,1595457120400.481,41710.008,15655.653,-61261.012,-17896.260,-15996.897,-27487.861,-63262.027,-22198.635,0
6.772,1595457120404.480,35394.836,15483.724,-61234.523,-17869.146,-15836.188,-27407.328,-63280.738,-22053.549,0
6.776,1595457120408.480,34395.891,15587.011,-61266.598,-17853.076,-15434.684,-27431.445,-63400.094,-21984.617,0
6.780,1595457120412.480,39421.523,15711.354,-61331.082,-17879.338,-15626.372,-27484.889,-63536.375,-22014.791,0
6.784,1595457120416.480,43143.203,15712.583,-61331.867,-17851.623,-16069.741,-27442.867,-63561.586,-22026.324,0
6.788,1595457120420.480,41670.199,15599.818,-61305.289,-17798.582,-16032.928,-27366.738,-63519.117,-21994.787,0
6.792,1595457120424.480,35498.102,15435.086,-61272.770,-17756.963,-15787.551,-27321.363,-63458.031,-21997.000,0
6.796,1595457120428.480,34499.066,15520.402,-61317.539,-17786.512,-15337.007,-27467.834,-63490.551,-22120.961,0
6.800,1595457120432.479,39345.996,15645.505,-61383.273,-17829.404,-15491.032,-27465.756,-63545.941,-22256.949,0
6.804,1595457120436.479,42776.410,15638.241,-61409.629,-17828.398,-15856.752,-27395.750,-63520.371,-22349.129,0
6.808,1595457120440.479,41266.637,15532.138,-61416.109,-17818.498,-15622.595,-27412.736,-63449.469,-22466.363,0
6.812,1595457120444.479,35573.895,15397.646,-61422.504,-17832.893,-15153.856,-27470.807,-63389.992,-22667.262,0
6.816,1595457120448.479,34949.230,15481.466,-61479.812,-17904.172,-14596.583,-27646.648,-63416.902,-23018.764,0
6.820,1595457120452.479,39406.793,15557.686,-61533.121,-18021.205,-14710.174,-27844.037,-63447.637,-23434.082,0
6.824,1595457120456.479,41729.676,15548.163,-61514.570,-18068.770,-14966.504,-27929.777,-63385.500,-23732.857,0
6.828,1595457120460.479,40044.805,15497.983,-61505.562,-18138.865,-14679.955,-28030.494,-63314.488,-23948.887,0
6.832,1595457120464.479,35805.617,15396.708,-61530.820,-18300.914,-14340.343,-28203.609,-63293.789,-24180.631,0
6.836,1595457120468.479,36243.711,15466.691,-61590.922,-18527.719,-14199.951,-28595.814,-63346.520,-24512.844,0
6.840,1595457120472.478,40318.566,15545.660,-61588.328,-18617.281,-14610.553,-28356.449,-63366.836,-24697.357,0
6.844,1595457120476.478,41836.297,15544.878,-61530.953,-18602.238,-14977.456,-28412.553,-63320.254,-24800.668,0
6.848,1595457120480.478,40123.301,15540.430,-61483.746,-18529.529,-14748.149,-28423.461,-63251.098,-24789.201,0
6.852,1595457120484.478,36131.168,15465.797,-61476.816,-18487.463,-14439.428,-28441.006,-63224.855,-24796.533,0
6.856,1595457120488.478,36568.504,15552.209,-61507.820,-18498.885,-14323.779,-28518.389,-63278.770,-24878.520,0
6.860,1595457120492.478,40439.781,15616.403,-61494.117,-18501.834,-14785.790,-28505.826,-63324.570,-24947.697,0
6.864,1595457120496.478,41795.727,15647.025,-61411.328,-18400.246,-15171.760,-28435.463,-63279.148,-24875.100,0
6.868,1595457120500.477,40067.043,15653.507,-61368.547,-18302.523,-14998.646,-28328.488,-63229.754,-24709.494,0
6.872,1595457120504.477,36140.578,15589.402,-61349.344,-18263.207,-14783.935,-28300.213,-63206.598,-24539.846,0
6.876,1595457120508.477,36531.266,15661.465,-61379.027,-18278.160,-14748.373,-28224.039,-63267.324,-24396.906,0
6.880,1595457120512.477,40368.949,15717.321,-61385.668,-18277.424,-15303.345,-28202.021,-63327.699,-24216.750,0
6.884,1595457120516.477,41740.941,15728.877,-61324.469,-18171.521,-15801.789,-28100.791,-63299.668,-23861.381,0
6.888,1595457120520.477,40047.574,15717.478,-61301.176,-18081.398,-15584.664,-28039.547,-63267.660,-23456.545,0
6.892,1595457120524.477,36197.105,15647.338,-61301.000,-18025.676,-15223.772,-27917.775,-63264.891,-23112.016,0
6.896,1595457120528.477,36619.844,15723.580,-61344.652,-18035.197,-15047.104,-27904.699,-63343.523,-22929.670,0
6.900,1595457120532.476,40434.215,15784.823,-61343.020,-18035.689,-15567.609,-27890.527,-63395.043,-22822.248,0
6.904,1595457120536.476,41776.594,15796.335,-61279.875,-17947.400,-16068.959,-27814.621,-63356.352,-22648.240,0
6.908,1595457120540.476,40058.438,15785.718,-61252.406,-17860.787,-15803.756,-27750.271,-63305.102,-22457.445,0
6.912,1595457120544.476,36224.422,15706.347,-61256.586,-17835.262,-15352.139,-27696.045,-63278.523,-22330.688,0
6.916,1595457120548.476,36589.805,15767.277,-61311.012,-17881.238,-15109.689,-27754.830,-63340.730,-22339.920,0
6.920,1595457120552.476,40391.188,15815.825,-61322.145,-17916.285,-15633.257,-27780.334,-63387.891,-22384.623,0
6.924,1595457120556.476,41722.102,15818.754,-61261.523,-17840.111,-16177.029,-27741.240,-63340.551,-22325.838,0
6.928,1595457120560.475,40020.371,15806.661,-61231.953,-17768.965,-15901.209,-27723.426,-63288.359,-22232.006,0
6.932,1595457120564.475,36193.082,15723.289,-61238.816,-17749.408,-15421.205,-27643.451,-63268.734,-22163.832,0
6.936,1595457120568.475,36504.512,15778.073,-61295.074,-17810.049,-15141.675,-27720.924,-63331.496,-22225.188,0
6.940,1595457120572.475,40307.703,15830.600,-61308.555,-17860.518,-15665.890,-27762.453,-63376.156,-22308.852,0
6.944,1595457120576.475,41677.375,15835.674,-61254.684,-17804.930,-16231.456,-27712.385,-63332.660,-22273.109,0
6.948,1595457120580.475,40008.348,15826.152,-61227.191,-17743.664,-15944.304,-27632.455,-63282.102,-22180.820,0
6.952,1595457120584.475,36196.703,15747.094,-61239.664,-17743.217,-15440.115,-27677.113,-63265.246,-22138.977,0
6.956,1595457120588.475,36453.078,15800.022,-61296.238,-17810.227,-15119.859,-27809.145,-63330.270,-22219.488,0
6.960,1595457120592.474,40274.133,15843.117,-61316.039,-17853.344,-15628.898,-27746.762,-63380.180,-22286.768,0
6.964,1595457120596.474,41681.934,15843.185,-61246.883,-17788.322,-16197.861,-27672.598,-63325.016,-22235.537,0
6.968,1595457120600.474,40015.992,15846.850,-61206.004,-17710.180,-15887.262,-27624.297,-63257.961,-22132.250,0
6.972,1595457120604.474,36222.945,15766.853,-61226.770,-17716.686,-15366.556,-27649.777,-63250.137,-22088.797,0
6.976,1595457120608.474,36455.426,15817.882,-61282.336,-17784.523,-15048.513,-27710.352,-63313.395,-22146.689,0
6.980,1595457120612.474,40269.414,15855.187,-61291.051,-17834.031,-15555.271,-27726.467,-63354.297,-22216.359,0
6.984,1595457120616.474,41692.887,15866.922,-61219.527,-17764.025,-16167.352,-27637.775,-63301.480,-22151.852,0
6.988,1595457120620.473,40044.312,15868.821,-61189.039,-17692.232,-15880.467,-27607.756,-63242.629,-22048.051,0
6.992,1595457120624.473,36266.574,15787.819,-61202.160,-17687.828,-15347.042,-27610.059,-63225.504,-21989.266,0
6.996,1595457120628.473,36431.262,15828.007,-61262.039,-17759.600,-15012.750,-27674.543,-63293.656,-22057.393,0
7.000,1595457120632.473,40235.441,15864.642,-61281.953,-17820.174,-15534.819,-27713.883,-63351.145,-22144.588,0
7.004,1595457120636.473,41694.363,15871.325,-61217.961,-17746.189,-16163.977,-27644.033,-63303.133,-22089.514,0
7.008,1595457120640.473,40053.566,15876.913,-61187.406,-17663.086,-15910.865,-27586.389,-63245.555,-21987.566,0
7.012,1595457120644.473,36261.211,15789.406,-61206.762,-17662.750,-15380.302,-27615.311,-63236.012,-21955.402,0
7.016,1595457120648.473,36357.324,15850.561,-61242.348,-17713.422,-15025.312,-27699.176,-63286.371,-22020.736,0
7.020,1595457120652.472,40178.176,15899.108,-61258.441,-17761.881,-15530.036,-27715.580,-63338.090,-22105.115,0
7.024,1595457120656.472,41713.984,15886.077,-61213.402,-17707.498,-16154.611,-27603.666,-63302.172,-22077.891,0
7.028,1595457120660.472,40094.914,15883.730,-61172.699,-17631.055,-15887.530,-27567.344,-63235.586,-21987.701,0
7.032,1595457120664.472,36279.852,15807.019,-61179.809,-17623.344,-15361.258,-27583.795,-63214.082,-21947.758,0
7.036,1595457120668.472,36311.727,15852.616,-61240.113,-17697.061,-15005.352,-27701.410,-63279.039,-22036.494,0
7.040,1595457120672.472,40166.395,15880.311,-61266.844,-17764.697,-15499.570,-27704.920,-63341.398,-22137.859,0
7.044,1595457120676.472,41763.250,15891.330,-61194.672,-17690.846,-16138.674,-27630.219,-63284.715,-22098.768,0
7.048,1595457120680.471,40154.641,15897.856,-61168.473,-17616.326,-15903.154,-27596.604,-63226.980,-22010.389,0
7.052,1595457120684.471,36340.559,15801.878,-61192.324,-17627.814,-15377.061,-27572.217,-63220.656,-21983.969,0
7.056,1595457120688.471,36287.633,15849.599,-61248.492,-17687.941,-15017.019,-27667.613,-63281.629,-22072.705,0
7.060,1595457120692.471,40110.094,15894.660,-61260.316,-17742.770,-15494.966,-27712.496,-63331.430,-22174.494,0
7.064,1595457120696.471,41735.199,15880.444,-61199.836,-17690.980,-16133.734,-27639.496,-63285.699,-22145.080,0
7.068,1595457120700.471,40164.652,15879.148,-61165.457,-17609.754,-15889.787,-27599.709,-63221.797,-22052.900,0
7.072,1595457120704.471,36305.109,15805.052,-61180.188,-17605.352,-15393.646,-27555.408,-63207.824,-22010.678,0
7.076,1595457120708.471,36135.707,15836.971,-61240.938,-17686.734,-15021.690,-27692.760,-63272.957,-22101.852,0
7.080,1595457120712.470,39999.137,15885.742,-61256.809,-17730.609,-15473.174,-27699.666,-63321.105,-22180.641,0
7.084,1595457120716.470,41766.691,15891.844,-61201.734,-17685.660,-16116.456,-27719.426,-63283.105,-22169.822,0
7.088,1595457120720.470,40232.312,15887.798,-61167.000,-17608.145,-15904.562,-27635.896,-63219.293,-22078.740,0
7.092,1595457120724.470,35837.312,15790.232,-61166.441,-17584.006,-15463.003,-27461.508,-63182.949,-22008.197,0
7.096,1595457120728.470,33971.633,15805.320,-61194.918,-17634.588,-15214.563,-27585.762,-63218.219,-22086.541,0
7.100,1595457120732.470,38328.859,15936.547,-61232.602,-17668.852,-15271.292,-27638.959,-63282.523,-22147.426,0
7.104,1595457120736.470,42954.777,15964.934,-61255.645,-17686.398,-15703.844,-27671.234,-63313.727,-22184.889,0
7.108,1595457120740.469,42341.199,15873.493,-61235.418,-17660.402,-15823.537,-27606.930,-63270.633,-22159.094,0
7.112,1595457120744.469,36227.059,15717.188,-61180.746,-17622.852,-15698.300,-27537.035,-63188.535,-22111.484,0
7.116,1595457120748.469,33715.438,15794.927,-61184.992,-17621.824,-15173.437,-27565.041,-63184.578,-22117.117,0
7.120,1595457120752.469,38355.258,15923.158,-61233.406,-17684.609,-15171.090,-27657.936,-63265.672,-22163.787,0
7.124,1595457120756.469,43069.953,15960.978,-61223.078,-17682.531,-15618.236,-27667.391,-63313.660,-22134.150,0
7.128,1595457120760.469,42496.273,15881.473,-61179.762,-17638.432,-15777.761,-27547.115,-63297.277,-22022.145,0
7.132,1595457120764.469,36370.062,15717.344,-61144.672,-17607.072,-15704.447,-27446.287,-63287.934,-21893.555,0
7.136,1595457120768.469,33802.496,15793.206,-61182.914,-17612.928,-15234.725,-27456.971,-63411.516,-21834.703,0
7.140,1595457120772.469,38405.527,15951.389,-61236.914,-17636.957,-15250.103,-27502.436,-63580.430,-21844.381,0
7.144,1595457120776.468,43044.898,15992.315,-61252.672,-17617.822,-15704.581,-27452.613,-63658.281,-21844.494,0
7.148,1595457120780.468,42456.488,15920.834,-61228.266,-17547.617,-15849.196,-27364.658,-63634.969,-21807.143,0
7.152,1595457120784.468,36488.754,15757.152,-61201.062,-17512.277,-15722.864,-27334.686,-63576.809,-21830.277,0
7.156,1595457120788.468,33983.500,15820.721,-61242.145,-17516.547,-15203.209,-27339.445,-63596.031,-21931.910,0
7.160,1595457120792.468,38409.816,15957.155,-61315.148,-17559.195,-15185.842,-27426.059,-63648.602,-22086.205,0
7.164,1595457120796.468,42644.512,15990.191,-61333.945,-17547.639,-15590.900,-27426.484,-63628.664,-22182.451,0
7.168,1595457120800.468,41935.672,15929.149,-61336.426,-17510.490,-15559.295,-27371.230,-63543.125,-22264.146,0
7.172,1595457120804.468,36567.340,15783.147,-61361.660,-17526.852,-15177.146,-27414.480,-63472.090,-22482.055,0
7.176,1595457120808.467,34745.316,15845.509,-61427.262,-17604.010,-14505.969,-27521.188,-63472.984,-22867.578,0
7.180,1595457120812.467,39021.652,15925.438,-61492.484,-17755.734,-14503.331,-27749.801,-63514.090,-23367.205,0
7.184,1595457120816.467,42139.363,15901.790,-61482.941,-17890.336,-14861.719,-27934.963,-63475.645,-23797.053,0
7.188,1595457120820.467,41099.270,15864.776,-61460.277,-18007.705,-14728.368,-28068.918,-63388.449,-24107.697,0
7.192,1595457120824.467,37014.332,15763.902,-61463.676,-18154.197,-14403.017,-28094.219,-63339.320,-24337.562,0
7.196,1595457120828.467,36277.395,15789.025,-61530.328,-18363.992,-14126.928,-28342.973,-63381.320,-24638.773,0
7.200,1595457120832.467,40243.152,15822.755,-61566.762,-18521.549,-14450.290,-28556.252,-63419.340,-24927.357,0
7.204,1595457120836.466,42473.855,15812.249,-61523.668,-18523.807,-14918.828,-28601.516,-63370.523,-25074.074,0
7.208,1595457120840.466,41151.660,15819.782,-61465.371,-18436.143,-14768.893,-28556.834,-63267.395,-25062.742,0
7.212,1595457120844.466,37229.578,15719.892,-61457.906,-18409.209,-14410.035,-28567.986,-63217.301,-25074.857,0
7.216,1595457120848.466,36478.516,15757.622,-61482.004,-18428.945,-14159.271,-28624.828,-63242.941,-25156.865,0
7.220,1595457120852.466,40272.945,15802.615,-61494.160,-18451.408,-14485.785,-28632.203,-63293.387,-25261.941,0
7.224,1595457120856.466,42320.211,15807.377,-61416.938,-18376.934,-14944.041,-28604.197,-63257.848,-25250.385,0
7.228,1595457120860.466,40933.309,15822.375,-61352.406,-18260.123,-14838.384,-28508.152,-63199.332,-25111.424,0
7.232,1595457120864.466,37095.469,15752.190,-61333.922,-18191.547,-14589.676,-28291.854,-63175.797,-24943.295,0
7.236,1595457120868.465,36338.078,15795.485,-61368.055,-18213.988,-14434.107,-28318.654,-63233.754,-24854.268,0
7.240,1595457120872.465,40114.965,15851.320,-61391.211,-18240.342,-14913.821,-28333.965,-63310.734,-24721.207,0
7.244,1595457120876.465,42146.984,15854.114,-61314.723,-18147.693,-15537.971,-28230.051,-63289.699,-24391.676,0
7.248,1595457120880.465,40791.508,15857.981,-61249.543,-17997.691,-15444.675,-28080.898,-63246.852,-23921.193,0
7.252,1595457120884.465,37045.914,15780.935,-61257.500,-17936.693,-15048.669,-28017.820,-63264.309,-23515.957,0
7.256,1595457120888.465,36294.312,15827.493,-61292.191,-17953.793,-14689.588,-28049.047,-63344.527,-23272.232,0
7.260,1595457120892.465,40084.008,15888.715,-61302.988,-17970.422,-15056.805,-27953.336,-63423.898,-23094.805,0
7.264,1595457120896.464,42116.117,15882.054,-61244.383,-17903.770,-15718.752,-27858.654,-63408.074,-22851.373,0
7.268,1595457120900.464,40772.262,15890.056,-61202.250,-17793.262,-15610.704,-27750.695,-63353.359,-22552.709,0
7.272,1595457120904.464,37058.543,15817.726,-61209.445,-17749.787,-15141.987,-27709.076,-63340.328,-22350.426,0
7.276,1595457120908.464,36262.195,15873.984,-61234.547,-17769.123,-14686.348,-27757.178,-63376.199,-22295.932,0
7.280,1595457120912.464,40013.109,15921.326,-61267.516,-17828.377,-15012.348,-27805.703,-63439.277,-22347.943,0
7.284,1595457120916.464,42075.102,15915.402,-61221.582,-17776.230,-15698.055,-27752.127,-63411.004,-22297.250,0
7.288,1595457120920.464,40734.285,15910.574,-61191.965,-17688.633,-15615.085,-27704.428,-63356.801,-22180.238,0
7.292,1595457120924.464,37039.699,15822.889,-61203.051,-17663.711,-15119.233,-27682.881,-63335.254,-22104.891,0
7.296,1595457120928.463,36192.746,15848.884,-61241.320,-17704.660,-14644.975,-27752.887,-63375.531,-22144.453,0
7.300,1595457120932.463,39926.496,15903.176,-61265.012,-17763.064,-14983.223,-27776.736,-63426.984,-22234.174,0
7.304,1595457120936.463,41988.152,15897.544,-61221.695,-17730.051,-15697.205,-27782.436,-63398.664,-22241.014,0
7.308,1595457120940.463,40629.012,15905.791,-61185.461,-17642.053,-15624.338,-27681.764,-63333.980,-22139.336,0
7.312,1595457120944.463,36981.629,15831.472,-61192.949,-17617.219,-15090.176,-27615.982,-63303.668,-22063.697,0
7.316,1595457120948.463,36121.512,15855.724,-61243.621,-17679.670,-14598.438,-27710.686,-63355.637,-22130.484,0
7.320,1595457120952.463,39860.066,15910.687,-61264.117,-17741.809,-14918.180,-27776.803,-63402.957,-22228.920,0
7.324,1595457120956.462,41950.043,15905.791,-61218.230,-17706.447,-15652.993,-27724.879,-63372.961,-22224.338,0
7.328,1595457120960.462,40620.426,15912.385,-61171.648,-17619.053,-15590.051,-27649.486,-63302.215,-22117.184,0
7.332,1595457120964.462,36940.750,15839.004,-61182.176,-17595.807,-15068.003,-27629.572,-63277.137,-22048.609,0
7.336,1595457120968.462,35999.965,15868.710,-61234.324,-17661.164,-14573.002,-27706.371,-63325.617,-22104.266,0
7.340,1595457120972.462,39747.348,15920.834,-61261.078,-17733.092,-14909.016,-27824.256,-63382.125,-22206.949,0
7.344,1595457120976.462,41911.730,15911.357,-61212.148,-17689.527,-15662.761,-27773.785,-63354.543,-22195.795,0
7.348,1595457120980.462,40621.969,15919.538,-61161.992,-17584.967,-15619.957,-27538.422,-63280.312,-22056.545,0
7.352,1595457120984.462,36945.824,15864.418,-61160.496,-17559.553,-15072.429,-27546.691,-63242.805,-21987.590,0
7.356,1595457120988.461,35955.664,15879.171,-61214.004,-17629.156,-14552.952,-27666.943,-63295.219,-22053.861,0
7.360,1595457120992.461,39711.539,15926.937,-61243.578,-17698.244,-14881.031,-27734.490,-63359.281,-22152.611,0
7.364,1595457120996.461,41907.375,15935.318,-61190.156,-17655.979,-15643.538,-27667.145,-63327.227,-22134.307,0
7.368,1595457121000.461,40609.160,15931.474,-61155.332,-17586.732,-15605.562,-27632.701,-63268.645,-22049.549,0
7.372,1595457121004.461,36968.285,15855.276,-61164.719,-17557.295,-15063.913,-27599.195,-63247.387,-21988.506,0
7.376,1595457121008.461,35915.027,15882.232,-61202.695,-17609.396,-14546.872,-27689.766,-63288.180,-22048.363,0
7.380,1595457121012.461,39677.406,15933.194,-61230.145,-17670.416,-14850.163,-27719.314,-63342.965,-22145.303,0
7.384,1595457121016.460,41940.699,15941.576,-61180.812,-17626.451,-15612.470,-27671.994,-63311.762,-22140.922,0
7.388,1595457121020.460,40650.805,15943.744,-61137.449,-17543.168,-15592.644,-27627.717,-63249.242,-22057.482,0
7.392,1595457121024.460,36979.352,15862.272,-61149.363,-17528.975,-15060.627,-27553.039,-63225.215,-21995.926,0
7.396,1595457121028.460,35836.930,15877.203,-61205.578,-17584.922,-14543.296,-27638.490,-63277.496,-22059.629,0
7.400,1595457121032.460,39608.184,15927.294,-61239.375,-17655.820,-14831.946,-27715.559,-63341.711,-22176.908,0
7.404,1595457121036.460,41940.164,15927.584,-61193.441,-17624.484,-15611.866,-27671.391,-63317.594,-22183.367,0
7.408,1595457121040.460,40670.719,15934.960,-61148.180,-17542.855,-15617.186,-27617.211,-63253.781,-22094.654,0
7.412,1595457121044.460,36981.453,15871.392,-61145.453,-17512.033,-15082.644,-27590.166,-63217.281,-22027.486,0
7.416,1595457121048.459,35786.840,15891.776,-61188.145,-17560.848,-14544.078,-27637.932,-63255.902,-22074.336,0
7.420,1595457121052.459,39560.777,15951.523,-61218.652,-17628.352,-14822.201,-27664.709,-63318.219,-22171.365,0
7.424,1595457121056.459,41949.281,15953.267,-61181.773,-17602.959,-15589.470,-27605.879,-63303.066,-22185.580,0
7.428,1595457121060.459,40698.211,15954.585,-61140.824,-17528.215,-15601.428,-27564.953,-63239.699,-22109.742,0
7.432,1595457121064.459,37008.652,15886.814,-61146.234,-17511.250,-15078.106,-27560.885,-63212.406,-22058.891,0
