Time,Timestamp,Fp1,Fp2,C3,C4,P7,P8,O1,O2,Estimulo
4.332,1595457117964.560,37691.812,14677.854,-61521.832,-17349.646,-15588.889,-27625.549,-63018.125,-24573.307,0
4.336,1595457117968.560,39995.203,14659.436,-61493.223,-17377.252,-16306.446,-27637.305,-63035.000,-24658.623,0
4.340,1595457117972.560,39831.789,14708.408,-61430.035,-17292.137,-16837.523,-27591.016,-62981.805,-24613.963,0
4.344,1595457117976.560,38584.832,14776.201,-61434.461,-17246.270,-16382.286,-27596.402,-62947.941,-24529.697,0
4.348,1595457117980.559,36354.688,14737.533,-61463.605,-17263.615,-15774.363,-27555.453,-62945.328,-24488.348,0
4.352,1595457117984.559,37687.410,14708.408,-61518.504,-17351.457,-15551.114,-27680.086,-63014.148,-24585.912,0
4.356,1595457117988.559,40015.855,14678.077,-61499.324,-17368.266,-16287.782,-27665.400,-63042.668,-24667.139,0
4.360,1595457117992.559,39849.203,14734.896,-61431.086,-17278.121,-16853.461,-27601.229,-62981.379,-24611.416,0
4.364,1595457117996.559,38580.250,14800.229,-61435.309,-17229.193,-16401.174,-27601.789,-62947.852,-24528.043,0
4.368,1595457118000.559,36362.645,14746.250,-61472.684,-17262.363,-15794.592,-27583.170,-62959.297,-24498.361,0
4.372,1595457118004.559,37678.090,14731.699,-61517.051,-17336.236,-15557.708,-27658.047,-63020.047,-24577.418,0
4.376,1595457118008.559,40011.230,14702.150,-61494.387,-17361.807,-16243.303,-27620.787,-63043.586,-24654.645,0
4.380,1595457118012.558,39861.855,14749.894,-61426.527,-17278.031,-16798.117,-27545.506,-62985.605,-24602.586,0
4.384,1595457118016.558,38609.730,14817.552,-61431.668,-17233.775,-16357.185,-27604.381,-62954.090,-24523.686,0
4.388,1595457118020.558,36408.219,14774.682,-61472.055,-17257.312,-15788.177,-27570.115,-62963.945,-24490.918,0
4.392,1595457118024.558,37678.109,14751.279,-61516.938,-17338.248,-15573.175,-27677.717,-63024.543,-24579.139,0
4.396,1595457118028.558,39984.094,14722.244,-61493.914,-17362.744,-16290.867,-27676.287,-63045.910,-24655.783,0
4.400,1595457118032.558,39858.391,14768.378,-61426.727,-17271.996,-16839.602,-27532.006,-62986.566,-24589.131,0
4.404,1595457118036.558,38626.383,14834.674,-61429.922,-17227.293,-16368.964,-27541.104,-62951.047,-24510.207,0
4.408,1595457118040.557,36379.430,14785.008,-61471.160,-17259.658,-15790.702,-27588.758,-62966.473,-24491.969,0
4.412,1595457118044.557,37606.988,14768.244,-61511.328,-17335.543,-15546.890,-27696.582,-63016.270,-24574.088,0
4.416,1595457118048.557,39937.828,14738.069,-61491.660,-17367.662,-16230.227,-27714.129,-63040.277,-24660.791,0
4.420,1595457118052.557,39853.293,14786.326,-61424.379,-17272.891,-16800.354,-27545.305,-62983.859,-24591.254,0
4.424,1595457118056.557,38626.359,14865.094,-61418.078,-17216.900,-16374.730,-27540.924,-62945.840,-24497.846,0
4.428,1595457118060.557,36373.418,14825.174,-61454.309,-17247.768,-15813.747,-27643.541,-62954.914,-24485.396,0
4.432,1595457118064.557,37583.473,14801.213,-61507.328,-17331.676,-15543.693,-27619.334,-63016.516,-24554.865,0
4.436,1595457118068.557,39909.375,14757.135,-61494.809,-17367.328,-16232.396,-27632.143,-63047.363,-24647.559,0
4.440,1595457118072.556,39838.922,14795.915,-61426.570,-17286.057,-16806.701,-27589.920,-62990.477,-24605.336,0
4.444,1595457118076.556,38640.422,14880.986,-61421.699,-17225.617,-16371.803,-27558.135,-62948.770,-24511.414,0
4.448,1595457118080.556,36427.820,14838.585,-61463.473,-17254.518,-15783.035,-27577.357,-62958.426,-24484.502,0
4.452,1595457118084.556,37587.988,14809.550,-61513.184,-17342.338,-15545.816,-27675.572,-63023.043,-24570.736,0
4.456,1595457118088.556,39915.879,14777.587,-61495.301,-17368.043,-16248.980,-27650.381,-63048.012,-24649.234,0
4.460,1595457118092.556,39847.973,14816.882,-61429.855,-17290.258,-16821.832,-27563.143,-62990.566,-24601.111,0
4.464,1595457118096.556,38646.121,14900.790,-61423.441,-17233.508,-16368.428,-27537.057,-62946.332,-24506.943,0
4.468,1595457118100.555,36427.062,14856.399,-61456.879,-17253.334,-15782.074,-27581.045,-62950.266,-24480.412,0
4.472,1595457118104.555,37558.395,14827.767,-61508.781,-17340.215,-15545.570,-27707.557,-63013.969,-24572.703,0
4.476,1595457118108.555,39897.551,14791.915,-61489.020,-17366.365,-16241.984,-27667.658,-63039.719,-24648.340,0
4.480,1595457118112.555,39833.242,14830.918,-61420.938,-17284.715,-16834.461,-27578.408,-62986.008,-24602.900,0
4.484,1595457118116.555,38657.273,14904.813,-61413.852,-17226.689,-16387.404,-27510.146,-62942.398,-24503.346,0
4.488,1595457118120.555,36436.047,14854.187,-61458.355,-17258.295,-15793.541,-27574.295,-62953.910,-24482.826,0
4.492,1595457118124.555,37527.527,14828.795,-61510.480,-17341.221,-15546.935,-27657.398,-63017.523,-24561.684,0
4.496,1595457118128.555,39879.512,14797.167,-61491.613,-17371.619,-16231.568,-27649.822,-63042.715,-24639.131,0
4.500,1595457118132.554,39847.707,14839.166,-61426.414,-17287.979,-16822.549,-27568.662,-62984.039,-24588.662,0
4.504,1595457118136.554,38668.406,14917.196,-61421.383,-17232.635,-16399.609,-27556.795,-62941.168,-24493.332,0
4.508,1595457118140.554,36472.594,14861.696,-61466.512,-17269.740,-15794.100,-27581.381,-62955.363,-24471.717,0
4.512,1595457118144.554,37524.441,14829.466,-61511.172,-17351.994,-15536.943,-27690.234,-63015.332,-24554.643,0
4.516,1595457118148.554,39873.387,14797.838,-61492.309,-17383.264,-16212.122,-27657.846,-63041.418,-24632.494,0
4.520,1595457118152.554,39844.086,14835.858,-61428.137,-17306.955,-16821.744,-27579.682,-62992.133,-24586.939,0
4.524,1595457118156.554,38678.574,14912.815,-61421.652,-17245.041,-16394.154,-27522.262,-62948.254,-24485.105,0
4.528,1595457118160.553,36492.598,14866.502,-61456.836,-17269.539,-15786.835,-27575.502,-62952.926,-24464.900,0
4.532,1595457118164.553,37506.070,14841.692,-61500.285,-17355.682,-15515.775,-27715.895,-63009.184,-24548.697,0
4.536,1595457118168.553,39864.426,14807.784,-61482.918,-17380.000,-16193.503,-27606.527,-63037.551,-24613.338,0
4.540,1595457118172.553,39851.953,14844.598,-61413.875,-17292.494,-16823.510,-27539.785,-62982.230,-24566.287,0
4.544,1595457118176.553,38706.270,14912.413,-61415.730,-17243.879,-16391.764,-27529.703,-62942.375,-24481.664,0
4.548,1595457118180.553,36510.879,14861.316,-61456.523,-17273.070,-15800.358,-27583.191,-62952.434,-24459.803,0
4.552,1595457118184.553,37475.402,14830.784,-61503.996,-17354.006,-15542.732,-27660.797,-63010.348,-24537.789,0
4.556,1595457118188.553,39828.082,14797.480,-61481.621,-17394.664,-16206.869,-27691.576,-63031.941,-24627.598,0
4.560,1595457118192.552,39841.156,14846.386,-61404.508,-17304.721,-16821.900,-27553.553,-62968.730,-24567.473,0
4.564,1595457118196.552,38692.523,14928.908,-61396.285,-17245.666,-16398.535,-27535.582,-62925.230,-24475.361,0
4.568,1595457118200.552,36529.855,14874.415,-61446.867,-17281.809,-15792.870,-27553.018,-62942.734,-24458.508,0
4.572,1595457118204.552,37453.184,14844.062,-61485.801,-17354.051,-15527.041,-27639.607,-62995.840,-24534.123,0
4.576,1595457118208.552,39808.523,14808.276,-61470.871,-17389.521,-16176.203,-27644.145,-63022.082,-24621.920,0
4.580,1595457118212.552,39852.668,14850.454,-61407.258,-17314.086,-16801.807,-27604.984,-62971.566,-24585.576,0
4.584,1595457118216.552,38705.910,14929.423,-61404.664,-17253.758,-16399.430,-27574.922,-62932.676,-24487.385,0
4.588,1595457118220.552,36528.023,14879.176,-61450.934,-17284.826,-15788.534,-27551.742,-62944.656,-24445.723,0
4.592,1595457118224.552,37431.324,14845.894,-61501.672,-17370.188,-15509.294,-27659.656,-63003.375,-24524.043,0
4.596,1595457118228.551,39798.039,14810.824,-61485.914,-17402.486,-16176.404,-27645.664,-63032.723,-24611.059,0
4.600,1595457118232.551,39846.855,14850.565,-61416.734,-17322.221,-16823.844,-27562.002,-62977.559,-24567.762,0
4.604,1595457118236.551,38698.086,14934.787,-61406.832,-17257.803,-16420.172,-27547.184,-62932.609,-24468.432,0
4.608,1595457118240.551,36540.965,14886.977,-61450.934,-17290.930,-15800.515,-27587.596,-62945.215,-24445.006,0
4.612,1595457118244.551,37418.293,14853.472,-61495.523,-17372.691,-15489.334,-27639.854,-62998.211,-24515.012,0
4.616,1595457118248.551,39782.125,14824.884,-61485.801,-17410.443,-16144.575,-27652.393,-63031.312,-24603.189,0
4.620,1595457118252.551,39843.234,14966.370,-61424.379,-17339.611,-16798.900,-27622.195,-62983.973,-24574.514,0
4.624,1595457118256.550,38707.273,15153.655,-61417.117,-17277.629,-16402.670,-27595.977,-62940.945,-24482.312,0
4.628,1595457118260.550,36572.750,15201.600,-61458.176,-17302.574,-15777.582,-27561.176,-62948.320,-24442.615,0
4.632,1595457118264.550,37420.863,15262.464,-61506.410,-17388.920,-15500.599,-27664.439,-63010.707,-24525.250,0
4.636,1595457118268.550,39782.863,15272.075,-61486.539,-17416.658,-16160.243,-27619.893,-63033.059,-24597.781,0
4.640,1595457118272.550,39865.496,15315.035,-61421.766,-17345.422,-16804.645,-27568.863,-62980.887,-24568.053,0
4.644,1595457118276.550,38736.398,15387.521,-61414.789,-17292.002,-16413.557,-27580.889,-62939.539,-24477.617,0
4.648,1595457118280.550,36600.512,15344.159,-61457.707,-17316.008,-15809.611,-27600.246,-62950.602,-24444.895,0
4.652,1595457118284.550,37398.734,15316.957,-61503.684,-17395.424,-15528.226,-27658.518,-63007.531,-24513.447,0
4.656,1595457118288.549,39749.871,15291.923,-61486.227,-17426.514,-16160.602,-27633.170,-63033.504,-24588.104,0
4.660,1595457118292.549,39841.984,15321.137,-61415.684,-17350.340,-16790.473,-27569.289,-62974.094,-24545.701,0
4.664,1595457118296.549,38743.887,15375.563,-61406.008,-17293.857,-16383.001,-27583.818,-62929.902,-24455.064,0
4.668,1595457118300.549,36612.582,15335.710,-61449.281,-17312.723,-15775.860,-27565.287,-62943.539,-24420.309,0
4.672,1595457118304.549,37407.410,15328.982,-61495.906,-17383.666,-15489.848,-27614.596,-63001.855,-24481.262,0
4.676,1595457118308.549,39779.020,15294.248,-61474.449,-17415.652,-16128.840,-27611.020,-63021.703,-24555.447,0
4.680,1595457118312.549,39887.066,15329.407,-61400.219,-17339.387,-16778.045,-27550.648,-62962.312,-24524.557,0
4.684,1595457118316.548,38778.777,15412.287,-61388.953,-17285.006,-16387.584,-27593.742,-62916.023,-24446.326,0
4.688,1595457118320.548,36637.613,15370.064,-61433.789,-17298.193,-15786.880,-27539.383,-62929.367,-24396.549,0
4.692,1595457118324.548,37369.254,15335.219,-61485.625,-17373.809,-15509.383,-27591.574,-62994.320,-24461.592,0
4.696,1595457118328.548,39750.879,15292.594,-61468.188,-17415.652,-16132.036,-27647.877,-63018.191,-24557.816,0
4.700,1595457118332.548,39877.613,15340.717,-61389.133,-17329.553,-16787.143,-27550.402,-62957.105,-24516.600,0
4.704,1595457118336.548,38768.941,15435.197,-61373.016,-17263.123,-16389.596,-27520.809,-62909.340,-24419.570,0
4.708,1595457118340.548,36669.445,15394.942,-61414.656,-17292.293,-15767.434,-27589.629,-62918.637,-24391.162,0
4.712,1595457118344.548,37376.965,15367.830,-61461.551,-17366.857,-15459.449,-27654.426,-62973.668,-24451.176,0
4.716,1595457118348.547,39753.918,15321.964,-61460.879,-17420.838,-16102.979,-27705.410,-63015.109,-24548.875,0
4.720,1595457118352.547,39911.453,15354.329,-61396.910,-17339.186,-16802.186,-27536.119,-62971.188,-24502.562,0
4.724,1595457118356.547,38824.820,15438.282,-61388.191,-17281.027,-16425.312,-27498.701,-62925.902,-24415.637,0
4.728,1595457118360.547,36702.211,15401.469,-61429.566,-17305.480,-15765.602,-27538.912,-62930.977,-24388.100,0
4.732,1595457118364.547,37371.512,15375.810,-61473.867,-17380.939,-15439.266,-27624.811,-62981.961,-24453.166,0
4.736,1595457118368.547,39753.469,15339.175,-61462.445,-17418.557,-16082.481,-27633.059,-63015.219,-24539.018,0
4.740,1595457118372.547,39909.262,15368.500,-61399.926,-17346.719,-16773.553,-27585.852,-62973.469,-24514.252,0
4.744,1595457118376.546,38818.160,15464.031,-61381.801,-17271.080,-16389.707,-27510.438,-62923.602,-24407.770,0
4.748,1595457118380.546,36731.871,15414.567,-61430.102,-17304.250,-15758.672,-27540.746,-62936.250,-24381.416,0
4.752,1595457118384.546,37370.215,15371.473,-61483.074,-17393.121,-15444.607,-27678.969,-62995.707,-24469.660,0
4.756,1595457118388.546,39772.602,15336.492,-61474.672,-17423.520,-16061.717,-27633.572,-63031.918,-24548.920,0
4.760,1595457118392.546,39946.992,15373.999,-61395.547,-17339.143,-16744.205,-27512.270,-62972.215,-24504.797,0
4.764,1595457118396.546,38869.035,15464.635,-61383.676,-17276.869,-16371.423,-27507.084,-62924.695,-24413.402,0
4.768,1595457118400.546,36772.508,15421.049,-61429.988,-17305.234,-15761.399,-27577.336,-62934.172,-24389.328,0
4.772,1595457118404.546,37344.219,15381.039,-61484.684,-17385.209,-15446.463,-27673.672,-62996.469,-24463.604,0
4.776,1595457118408.545,39735.051,15344.808,-61472.055,-17424.771,-16048.239,-27654.650,-63025.188,-24543.779,0
4.780,1595457118412.545,39944.734,15374.043,-61407.281,-17350.451,-16740.070,-27551.943,-62977.938,-24510.520,0
4.784,1595457118416.545,38875.695,15453.974,-61396.508,-17290.170,-16397.932,-27509.096,-62935.492,-24418.609,0
4.788,1595457118420.545,36785.180,15412.712,-61433.609,-17311.113,-15779.348,-27560.930,-62940.051,-24386.938,0
4.792,1595457118424.545,37334.699,15385.890,-61476.727,-17379.666,-15470.603,-27640.391,-62990.523,-24446.684,0
4.796,1595457118428.545,39721.238,15354.865,-61467.316,-17417.641,-16094.597,-27634.221,-63022.352,-24526.322,0
4.800,1595457118432.545,39935.438,15383.565,-61399.168,-17351.904,-16785.377,-27560.393,-62975.055,-24499.791,0
4.804,1595457118436.544,38865.348,15470.514,-61384.348,-17287.396,-16419.926,-27517.232,-62927.824,-24408.037,0
4.808,1595457118440.544,36808.270,15430.325,-61430.258,-17309.369,-15784.779,-27546.400,-62937.102,-24372.811,0
4.812,1595457118444.544,37315.410,15401.111,-61481.957,-17386.416,-15464.568,-27637.932,-62995.105,-24440.111,0
4.816,1595457118448.544,39713.617,15374.826,-61470.336,-17432.572,-16050.139,-27669.537,-63025.324,-24529.385,0
4.820,1595457118452.544,39940.621,15403.704,-61408.621,-17371.910,-16759.896,-27632.299,-62986.008,-24514.252,0
4.824,1595457118456.544,38895.273,15483.187,-61402.789,-17302.150,-16423.436,-27495.908,-62947.762,-24406.562,0
4.828,1595457118460.544,36816.293,15449.614,-61438.641,-17323.785,-15788.177,-27520.695,-62946.668,-24369.904,0
4.832,1595457118464.544,37279.625,15424.021,-61484.105,-17397.838,-15446.016,-27623.625,-62996.559,-24435.352,0
4.836,1595457118468.543,39667.328,15394.115,-61479.543,-17437.445,-16055.816,-27636.410,-63036.453,-24526.881,0
4.840,1595457118472.543,39924.418,15431.577,-61407.078,-17369.338,-16747.848,-27607.107,-62981.445,-24501.959,0
4.844,1595457118476.543,38862.262,15518.011,-61393.957,-17301.881,-16392.344,-27548.301,-62935.492,-24401.846,0
4.848,1595457118480.543,36833.125,15487.009,-61430.863,-17306.352,-15759.097,-27481.490,-62937.594,-24343.529,0
4.852,1595457118484.543,37273.746,15448.608,-61481.867,-17394.373,-15416.735,-27607.176,-62991.551,-24421.359,0
4.856,1595457118488.543,39663.281,15406.118,-61474.516,-17438.965,-16015.717,-27624.475,-63026.910,-24516.979,0
4.860,1595457118492.543,39914.918,15440.361,-61403.660,-17365.248,-16736.203,-27560.840,-62978.227,-24495.410,0
4.864,1595457118496.542,38871.156,15532.853,-61390.652,-17298.416,-16411.590,-27521.479,-62931.625,-24400.170,0
4.868,1595457118500.542,36853.621,15499.168,-61431.934,-17324.322,-15765.847,-27533.996,-62938.531,-24367.982,0
4.872,1595457118504.542,37263.082,15466.535,-61480.059,-17399.826,-15407.974,-27618.238,-62992.355,-24437.967,0
4.876,1595457118508.542,39654.473,15435.488,-61474.023,-17447.727,-16000.518,-27640.121,-63027.672,-24532.447,0
4.880,1595457118512.542,39934.562,15467.876,-61402.477,-17378.838,-16725.676,-27569.869,-62977.469,-24513.693,0
4.884,1595457118516.542,38897.934,15556.881,-61384.527,-17306.508,-16395.227,-27512.090,-62925.566,-24417.537,0
4.888,1595457118520.542,36881.340,15525.834,-61420.691,-17320.434,-15762.338,-27541.439,-62924.809,-24377.660,0
4.892,1595457118524.542,37256.199,15493.134,-61470.961,-17391.668,-15398.362,-27619.357,-62977.066,-24433.586,0
4.896,1595457118528.542,39637.531,15462.534,-61465.598,-17433.869,-15977.026,-27615.824,-63011.578,-24518.098,0
4.900,1595457118532.542,39926.273,15495.146,-61394.273,-17360.734,-16708.889,-27539.182,-62962.582,-24496.125,0
4.904,1595457118536.541,38879.809,15576.326,-61379.406,-17294.104,-16388.008,-27512.984,-62917.766,-24401.734,0
4.908,1595457118540.541,36895.441,15539.335,-61417.293,-17319.158,-15753.688,-27568.820,-62919.668,-24370.307,0
4.912,1595457118544.541,37243.414,15514.748,-61460.188,-17387.152,-15400.418,-27584.354,-62965.488,-24410.674,0
4.916,1595457118548.541,39634.738,15484.483,-61454.129,-17429.443,-15971.506,-27585.203,-62998.480,-24497.020,0
4.920,1595457118552.541,39950.969,15511.306,-61388.484,-17365.428,-16706.117,-27515.555,-62955.945,-24485.979,0
4.924,1595457118556.541,38901.379,15605.474,-61365.551,-17287.084,-16390.689,-27485.514,-62905.473,-24381.684,0
4.928,1595457118560.541,36938.715,15567.229,-61405.738,-17301.211,-15748.167,-27525.793,-62914.438,-24341.496,0
4.932,1595457118564.540,37253.719,15520.738,-61458.086,-17378.078,-15408.845,-27644.637,-62970.582,-24411.859,0
4.936,1595457118568.540,39629.375,15487.725,-61447.199,-17416.457,-15983.799,-27619.156,-62999.887,-24491.365,0
4.940,1595457118572.540,39950.410,15513.742,-61377.219,-17352.105,-16713.650,-27559.008,-62952.434,-24467.045,0
4.944,1595457118576.540,38927.281,15592.442,-61368.230,-17288.471,-16416.350,-27491.504,-62913.453,-24371.426,0
4.948,1595457118580.540,36963.930,15548.767,-61411.414,-17310.084,-15774.027,-27516.695,-62919.219,-24337.361,0
4.952,1595457118584.540,37213.551,15510.813,-61463.785,-17392.920,-15387.410,-27643.988,-62973.961,-24409.020,0
4.956,1595457118588.540,39611.492,15483.075,-61454.352,-17430.896,-15941.822,-27592.893,-63006.125,-24478.893,0
4.960,1595457118592.540,39968.562,15499.570,-61382.180,-17363.080,-16682.693,-27518.953,-62957.820,-24456.742,0
4.964,1595457118596.539,38896.012,15583.010,-61357.324,-17290.281,-16408.080,-27523.869,-62906.188,-24364.139,0
4.968,1595457118600.539,36950.316,15550.086,-61397.602,-17308.453,-15745.820,-27533.012,-62908.602,-24321.559,0
4.972,1595457118604.539,37200.543,15515.754,-61447.516,-17378.123,-15374.938,-27569.400,-62961.598,-24370.688,0
4.976,1595457118608.539,39585.789,15485.869,-61443.602,-17424.928,-15941.151,-27601.229,-63001.004,-24464.721,0
4.980,1595457118612.539,39942.074,15508.892,-61373.773,-17359.795,-16692.596,-27518.596,-62956.301,-24444.627,0
4.984,1595457118616.539,38895.297,15593.225,-61356.387,-17289.633,-16408.482,-27467.857,-62908.535,-24352.045,0
4.988,1595457118620.539,36950.359,15566.112,-61392.328,-17307.760,-15765.579,-27517.812,-62910.750,-24316.082,0
4.992,1595457118624.538,37170.793,15523.085,-61449.367,-17391.824,-15394.384,-27660.484,-62972.371,-24388.412,0
4.996,1595457118628.538,39566.496,15491.055,-61447.043,-17434.227,-15951.501,-27609.254,-63009.676,-24462.777,0
5.000,1595457118632.538,39948.109,15509.159,-61378.516,-17373.361,-16696.977,-27524.607,-62960.750,-24443.600,0
5.004,1595457118636.538,38928.488,15591.861,-61361.930,-17304.385,-16415.479,-27503.396,-62915.219,-24355.533,0
5.008,1595457118640.538,37040.258,15557.395,-61403.996,-17323.049,-15764.841,-27511.420,-62923.309,-24316.641,0
5.012,1595457118644.538,37195.336,15515.619,-61452.922,-17395.736,-15394.696,-27565.734,-62975.121,-24371.582,0
5.016,1595457118648.538,39565.738,15482.382,-61453.684,-17442.451,-15941.822,-27593.586,-63015.465,-24466.375,0
5.020,1595457118652.538,39978.797,15507.260,-61386.895,-17380.045,-16697.445,-27536.074,-62973.801,-24453.947,0
5.024,1595457118656.537,38954.531,15598.299,-61367.180,-17309.951,-16442.523,-27567.479,-62926.328,-24371.023,0
5.028,1595457118660.537,37079.398,15578.405,-61405.426,-17315.404,-15789.115,-27532.072,-62928.652,-24319.055,0
5.032,1595457118664.537,37212.301,15527.131,-61451.336,-17389.455,-15406.118,-27562.113,-62977.000,-24360.227,0
5.036,1595457118668.537,39573.180,15468.814,-61448.922,-17444.799,-15942.448,-27620.340,-63012.648,-24453.053,0
5.040,1595457118672.537,39944.980,15482.562,-61381.934,-17384.135,-16718.367,-27529.436,-62968.148,-24436.893,0
5.044,1595457118676.537,38914.633,15564.592,-61365.996,-17316.588,-16437.160,-27489.650,-62920.227,-24348.045,0
5.048,1595457118680.537,37053.180,15523.018,-61409.918,-17341.891,-15771.055,-27541.998,-62926.125,-24322.295,0
5.052,1595457118684.536,37151.234,15469.262,-61461.148,-17424.994,-15383.878,-27612.941,-62976.730,-24378.779,0
5.056,1595457118688.536,39511.758,15430.146,-61457.484,-17472.805,-15920.253,-27603.531,-63012.203,-24456.541,0
5.060,1595457118692.536,39908.902,15459.114,-61392.754,-17413.082,-16721.652,-27527.133,-62973.422,-24439.754,0
5.064,1595457118696.536,38865.523,15543.983,-61363.316,-17337.555,-16459.377,-27497.740,-62917.297,-24342.748,0
5.068,1595457118700.536,37019.605,15509.383,-61407.816,-17357.873,-15778.319,-27545.104,-62925.547,-24305.420,0
5.072,1595457118704.536,37109.527,15469.820,-61464.883,-17442.430,-15395.546,-27655.992,-62982.430,-24366.709,0
5.076,1595457118708.536,39457.176,15442.216,-61462.871,-17484.115,-15930.490,-27646.312,-63020.762,-24438.279,0
5.080,1595457118712.536,39875.266,15478.873,-61390.426,-17416.412,-16701.871,-27506.838,-62973.980,-24401.912,0
5.084,1595457118716.535,38833.160,15573.242,-61366.375,-17346.406,-16446.502,-27521.143,-62921.680,-24314.361,0
5.088,1595457118720.535,37041.531,15543.581,-61417.719,-17371.217,-15768.864,-27557.242,-62936.809,-24281.369,0
5.092,1595457118724.535,37102.465,15505.561,-61466.312,-17437.154,-15378.938,-27578.676,-62985.492,-24322.520,0
5.096,1595457118728.535,39459.008,15475.587,-61476.840,-17489.725,-15917.079,-27582.096,-63035.984,-24408.908,0
5.100,1595457118732.535,39876.539,15510.099,-61408.980,-17432.594,-16732.828,-27535.627,-62995.172,-24398.426,0
5.104,1595457118736.535,38856.898,15620.136,-61376.703,-17350.117,-16466.529,-27521.434,-62931.066,-24300.100,0
5.108,1595457118740.535,37095.914,15607.016,-61423.285,-17367.170,-15766.674,-27558.426,-62937.234,-24258.191,0
5.112,1595457118744.534,37139.457,15578.696,-61477.867,-17438.496,-15387.343,-27633.707,-62990.812,-24300.324,0
5.116,1595457118748.534,39481.895,15549.795,-61478.426,-17485.389,-15912.922,-27598.703,-63032.207,-24367.268,0
5.120,1595457118752.534,39887.758,15569.330,-61409.293,-17432.863,-16710.543,-27558.158,-62989.672,-24358.170,0
5.124,1595457118756.534,38835.574,15664.728,-61379.273,-17351.883,-16481.572,-27482.787,-62931.648,-24249.430,0
5.128,1595457118760.534,37103.582,15633.972,-61425.051,-17372.514,-15775.860,-27559.342,-62934.688,-24211.633,0
5.132,1595457118764.534,37125.801,15599.707,-61470.871,-17441.379,-15358.353,-27644.391,-62976.887,-24254.949,0
5.136,1595457118768.534,39473.379,15573.577,-61469.598,-17485.658,-15872.555,-27623.783,-63014.125,-24323.324,0
5.140,1595457118772.534,39896.812,15587.815,-61405.156,-17425.441,-16684.570,-27548.523,-62976.508,-24308.951,0
5.144,1595457118776.533,38871.312,15667.008,-61379.898,-17350.607,-16466.127,-27524.742,-62924.070,-24220.082,0
5.148,1595457118780.533,37148.195,15637.570,-61414.656,-17368.311,-15730.866,-27591.529,-62916.762,-24184.162,0
5.152,1595457118784.533,37143.727,15588.688,-61470.043,-17442.184,-15329.787,-27604.648,-62977.512,-24225.959,0
5.156,1595457118788.533,39459.633,15563.050,-61464.836,-17486.551,-15856.774,-27609.008,-63018.551,-24303.834,0
5.160,1595457118792.533,39891.469,15586.966,-61395.949,-17426.381,-16671.941,-27554.738,-62979.883,-24297.307,0
5.164,1595457118796.533,38875.070,15678.898,-61366.109,-17347.523,-16444.334,-27522.998,-62924.652,-24207.498,0
5.168,1595457118800.533,37204.836,15644.901,-61415.172,-17369.094,-15740.500,-27580.957,-62937.570,-24180.250,0
5.172,1595457118804.532,37207.629,15598.075,-61467.316,-17443.637,-15322.254,-27626.979,-62991.707,-24229.535,0
5.176,1595457118808.532,39543.453,15566.357,-61469.711,-17497.727,-15849.800,-27655.611,-63034.891,-24315.121,0
5.180,1595457118812.532,39941.180,15583.859,-61394.941,-17436.037,-16692.193,-27579.123,-62989.629,-24306.828,0
5.184,1595457118816.532,38878.535,15674.228,-61362.512,-17352.061,-16470.418,-27529.973,-62930.551,-24214.359,0
5.188,1595457118820.532,37252.086,15639.716,-61408.039,-17375.977,-15732.945,-27561.867,-62934.152,-24182.352,0
5.192,1595457118824.532,37214.938,15586.520,-61463.539,-17456.869,-15316.487,-27648.102,-62986.988,-24239.059,0
5.196,1595457118828.532,39520.477,15550.756,-61470.379,-17505.350,-15825.169,-27647.229,-63032.520,-24320.529,0
5.200,1595457118832.532,39925.223,15574.427,-61392.082,-17440.641,-16660.834,-27562.629,-62984.867,-24306.918,0
5.204,1595457118836.531,38875.426,15667.880,-61359.984,-17362.209,-16456.986,-27550.514,-62928.070,-24221.869,0
5.208,1595457118840.531,37263.195,15632.116,-61413.652,-17390.662,-15750.245,-27615.914,-62941.078,-24196.344,0
5.212,1595457118844.531,37250.590,15579.232,-61470.535,-17467.441,-15299.009,-27615.512,-62993.094,-24241.650,0
5.216,1595457118848.531,39541.508,15548.633,-61468.926,-17513.508,-15804.136,-27629.639,-63034.152,-24326.543,0
5.220,1595457118852.531,39965.766,15564.860,-61395.656,-17457.293,-16647.646,-27579.035,-62993.160,-24323.100,0
5.224,1595457118856.531,38922.945,15658.425,-61363.629,-17368.400,-16459.332,-27518.953,-62937.391,-24226.004,0
5.228,1595457118860.531,37339.391,15633.793,-61413.203,-17390.707,-15740.656,-27609.500,-62945.863,-24198.893,0
5.232,1595457118864.531,37283.246,15588.352,-61468.344,-17459.572,-15314.878,-27609.188,-63000.469,-24235.996,0
5.236,1595457118868.531,39561.895,15556.813,-61471.965,-17510.803,-15843.452,-27617.211,-63047.273,-24320.799,0
5.240,1595457118872.530,39991.562,15574.248,-61399.926,-17456.645,-16692.395,-27570.049,-63005.160,-24317.199,0
5.244,1595457118876.530,38928.086,15655.519,-61368.277,-17378.682,-16490.760,-27533.660,-62947.496,-24225.758,0
5.248,1595457118880.530,37361.832,15634.731,-61409.047,-17392.115,-15743.987,-27549.307,-62946.422,-24177.166,0
5.252,1595457118884.530,37255.820,15583.658,-61462.398,-17467.105,-15294.963,-27619.736,-62997.430,-24224.439,0
5.256,1595457118888.530,39547.141,15549.460,-61471.766,-17523.119,-15795.440,-27652.057,-63048.324,-24313.154,0
