timestamps,TP9,AF7,AF8,TP10,Right AUX,Estimulo
191374.149,7.812,33.691,38.086,20.996,30.762,0
191374.153,10.742,29.297,35.156,26.367,54.199,0
191374.157,14.648,37.109,30.762,8.789,5.371,0
191374.161,12.207,39.551,32.227,1.953,-48.828,0
191374.164,18.066,33.691,37.598,23.926,-24.414,0
191374.168,25.879,33.691,30.762,38.086,56.641,0
191374.172,13.184,35.645,19.531,13.184,54.199,0
191374.176,5.371,30.762,20.508,-4.883,-8.301,0
191374.180,2.930,28.320,29.297,3.418,-30.762,0
191374.184,8.789,32.715,24.902,27.832,75.195,0
191374.188,10.254,29.785,24.414,30.762,84.473,0
191374.192,1.465,26.855,37.598,6.348,-7.324,0
191374.196,-5.859,32.227,43.457,-7.812,-12.207,0
191374.200,0.000,32.715,46.875,12.207,22.949,0
191374.204,12.207,35.156,36.621,34.180,66.895,0
191374.207,14.648,38.574,28.320,16.113,36.621,0
191374.211,10.254,38.086,25.879,9.277,0.000,0
191374.215,8.301,35.645,20.020,28.320,21.973,0
191374.219,14.160,30.762,20.020,26.367,65.918,0
191374.223,16.113,27.832,28.320,0.977,43.457,0
191374.227,14.160,24.902,36.133,-2.930,16.113,0
191374.231,14.160,24.902,42.480,21.484,71.777,0
191374.235,20.020,28.809,43.457,26.367,114.258,0
191374.239,24.414,32.715,37.598,20.996,72.266,0
191374.243,24.414,34.668,39.551,20.996,7.812,0
191374.247,15.137,30.273,40.039,24.414,55.176,0
191374.250,14.160,26.367,27.344,38.574,129.883,0
191374.254,24.902,31.738,22.949,34.180,89.844,0
191374.258,30.273,33.691,29.297,20.996,35.645,0
191374.262,29.297,31.738,31.250,21.973,31.738,1
191374.266,20.996,30.762,29.785,26.367,16.113,0
191374.270,17.578,28.809,34.180,25.391,43.945,0
191374.274,29.297,33.203,35.156,16.113,21.973,0
191374.278,24.414,35.645,32.227,10.254,-20.020,0
191374.282,11.719,30.273,35.156,20.996,31.738,0
191374.286,16.602,29.297,32.715,34.180,57.617,0
191374.289,24.902,35.645,27.344,25.391,9.277,0
191374.293,20.996,36.133,26.855,22.949,2.441,0
191374.297,18.555,23.926,26.855,32.715,36.621,0
191374.301,28.809,16.602,23.926,39.551,101.074,0
191374.305,32.715,28.809,33.203,32.227,74.707,0
191374.309,28.809,37.598,34.180,16.602,5.859,0
191374.313,28.320,33.203,28.809,17.090,-2.441,0
191374.317,38.086,34.668,37.598,42.480,43.457,0
191374.321,36.621,35.156,37.109,44.922,70.312,0
191374.325,31.250,36.621,31.738,19.043,-2.930,0
191374.329,28.809,37.109,41.992,14.160,-47.363,0
191374.332,20.508,31.250,42.480,35.156,18.555,0
191374.336,26.367,30.273,25.879,42.480,86.914,0
191374.340,23.438,33.203,26.367,22.949,17.578,0
191374.344,18.555,35.156,34.668,28.809,-25.391,0
191374.348,16.113,31.738,32.227,43.457,26.855,0
191374.352,19.043,32.715,39.062,48.828,56.152,0
191374.356,22.461,38.574,39.551,30.273,-3.906,0
191374.360,15.625,35.645,31.738,8.301,-35.645,0
191374.364,9.766,30.762,31.250,19.531,-11.719,0
191374.368,17.090,32.227,24.414,37.598,24.414,0
191374.372,25.391,34.180,24.902,32.227,60.059,0
191374.375,14.648,33.203,31.250,21.484,17.090,0
191374.379,12.695,31.250,24.414,22.949,16.113,0
191374.383,21.973,27.832,24.902,36.621,80.078,0
191374.387,28.809,27.344,30.273,41.992,82.031,0
191374.391,27.344,31.738,29.785,25.879,45.410,0
191374.395,26.855,36.133,33.203,29.297,41.504,0
191374.399,30.762,33.203,40.039,55.176,47.852,0
191374.403,35.156,32.227,35.156,57.129,24.902,0
191374.407,32.715,32.715,28.320,31.738,15.625,0
191374.411,30.762,38.086,30.762,20.020,62.500,0
191374.414,39.551,41.016,37.109,35.645,65.918,0
191374.418,50.781,31.738,33.203,51.758,69.824,0
191374.422,47.363,30.762,29.297,39.062,41.504,0
191374.426,35.645,34.668,24.902,21.973,32.715,0
191374.430,29.785,27.344,22.949,23.926,59.570,0
191374.434,30.273,20.508,31.738,41.016,84.961,0
191374.438,27.832,27.344,31.250,33.203,91.309,0
191374.442,17.578,35.645,29.297,14.648,41.992,0
191374.446,12.695,34.668,32.227,18.555,34.180,0
191374.450,17.090,32.715,38.086,37.598,49.805,0
191374.454,18.555,35.156,40.039,41.504,87.891,0
191374.457,13.672,34.180,39.062,21.973,100.098,0
191374.461,16.113,31.250,36.621,20.996,61.523,0
191374.465,21.973,31.738,27.832,35.156,82.520,0
191374.469,26.367,31.738,20.996,37.109,104.492,0
191374.473,31.738,33.203,22.461,23.926,13.672,0
191374.477,36.133,32.715,30.762,19.043,-41.016,0
191374.481,35.645,25.879,37.109,29.297,-4.883,0
191374.485,37.598,21.973,41.504,46.875,57.617,0
191374.489,40.527,28.320,41.016,41.504,49.316,0
191374.493,37.109,38.086,33.691,19.043,5.859,0
191374.497,32.227,38.574,30.762,22.949,-12.207,0
191374.500,36.133,38.574,35.645,48.828,13.184,0
191374.504,37.109,37.109,26.855,48.340,41.016,0
191374.508,45.410,34.668,12.207,23.926,-22.461,0
191374.512,41.016,36.621,16.602,14.648,-53.711,0
191374.516,30.273,30.273,28.809,33.691,1.953,0
191374.520,37.598,26.855,45.410,43.457,28.320,0
191374.524,34.180,30.273,48.828,21.973,16.113,0
191374.528,28.809,25.879,41.504,10.742,6.348,0
191374.532,24.902,25.391,36.133,34.668,-22.949,0
191374.536,26.855,25.391,36.621,51.270,-26.367,0
191374.539,27.344,23.438,37.109,31.738,-21.973,0
191374.543,17.578,23.438,25.879,11.230,-62.012,0
191374.547,18.066,23.438,26.855,25.391,-29.785,0
191374.551,29.297,29.297,34.668,44.922,9.766,0
191374.555,31.250,37.598,28.809,27.832,-33.203,0
191374.559,25.879,38.574,20.020,8.789,-50.293,0
191374.563,21.973,32.715,21.973,8.789,-30.273,0
191374.567,27.832,29.785,34.668,27.832,22.949,0
191374.571,28.320,28.809,33.203,29.297,63.965,0
191374.575,22.461,27.832,28.809,6.836,-11.230,0
191374.579,22.461,27.832,36.621,12.207,-51.758,0
191374.582,24.414,23.926,32.715,37.109,21.484,0
191374.586,28.320,27.832,25.391,39.551,55.664,0
191374.590,27.344,32.715,29.297,22.949,21.484,0
191374.594,19.531,31.250,32.715,14.160,-3.906,0
191374.598,22.949,28.809,29.785,24.902,-51.270,0
191374.602,21.973,28.809,24.414,41.504,21.973,0
191374.606,16.602,29.297,27.832,35.645,38.086,0
191374.610,27.832,29.785,37.598,22.461,-74.707,0
191374.614,24.414,29.297,43.945,22.949,-60.059,0
191374.618,20.996,25.391,40.039,43.457,35.645,0
191374.622,26.367,22.949,31.738,41.504,25.391,0
191374.625,25.879,22.949,25.879,13.184,-4.395,0
191374.629,23.926,25.879,24.414,14.648,21.484,0
191374.633,30.273,28.809,27.832,37.598,33.691,0
191374.637,35.645,30.762,30.762,39.062,50.293,0
191374.641,32.227,32.227,26.367,20.996,-21.484,0
191374.645,26.855,32.227,27.832,16.602,-70.312,0
191374.649,27.832,28.809,39.062,32.227,20.996,0
191374.653,33.691,20.508,38.086,46.875,93.750,0
191374.657,34.668,26.855,28.809,33.691,71.289,0
191374.661,36.621,34.668,24.414,17.090,44.922,0
191374.664,31.738,30.273,27.344,25.879,65.430,0
191374.668,28.809,27.344,28.809,34.668,83.008,0
191374.672,27.344,29.297,28.809,20.996,17.090,0
191374.676,23.438,31.250,37.109,9.766,-14.160,0
191374.680,20.508,30.273,37.598,21.973,7.812,0
191374.684,21.484,29.785,29.297,35.156,33.691,0
191374.688,23.926,32.227,29.785,24.414,23.438,0
191374.692,23.926,30.762,33.203,6.348,-6.348,0
191374.696,21.973,32.715,34.180,14.160,65.430,0
191374.700,17.090,27.344,35.156,34.668,88.379,0
191374.704,12.695,23.926,38.086,34.180,67.383,0
191374.707,12.695,34.180,31.250,22.949,63.965,0
191374.711,14.160,37.598,25.391,17.578,34.668,0
191374.715,15.625,31.250,35.645,30.273,35.156,0
191374.719,23.926,22.461,36.621,37.598,41.016,0
191374.723,30.273,23.438,34.668,16.113,22.461,0
191374.727,28.320,27.344,31.250,8.301,23.438,0
191374.731,21.973,29.785,25.879,19.043,17.578,0
191374.735,27.344,31.738,33.203,36.133,60.059,0
191374.739,36.621,31.738,42.969,32.227,89.355,0
191374.743,31.738,33.691,45.898,22.461,74.707,0
191374.747,15.625,31.250,44.922,19.043,28.320,0
191374.750,14.160,26.367,42.480,31.250,19.043,0
191374.754,18.555,29.297,33.691,32.227,53.711,0
191374.758,17.090,38.086,23.438,11.719,23.926,0
191374.762,16.602,39.062,33.203,14.648,-7.812,0
191374.766,20.996,32.227,38.574,37.109,22.949,0
191374.770,26.367,33.691,30.273,42.969,84.473,0
191374.774,22.461,39.062,26.855,24.414,61.523,0
191374.778,16.113,37.109,35.156,13.672,-20.020,0
191374.782,25.879,33.203,46.875,26.367,11.230,0
191374.786,32.227,31.250,45.898,43.457,90.820,0
191374.789,15.625,31.250,39.062,25.391,54.688,0
191374.793,15.625,32.227,33.203,9.766,12.207,0
191374.797,13.672,27.832,33.691,19.043,21.973,0
191374.801,16.113,30.273,28.320,37.598,110.352,0
191374.805,24.414,36.133,22.461,31.250,113.770,0
191374.809,21.973,35.156,30.762,17.090,55.664,0
191374.813,19.531,30.273,37.109,20.508,43.457,0
191374.817,20.020,23.926,31.250,41.992,82.520,0
191374.821,24.902,25.879,33.203,45.898,95.703,0
191374.825,21.484,33.203,43.457,18.555,18.066,0
191374.829,10.742,32.715,41.992,8.301,4.395,0
191374.832,12.207,28.809,37.109,29.785,46.875,0
191374.836,19.043,28.809,32.227,34.180,33.691,0
191374.840,12.695,25.391,28.809,9.277,-15.137,0
191374.844,10.254,24.902,28.809,4.395,-8.789,0
191374.848,14.648,26.367,33.203,21.973,19.043,0
191374.852,17.090,23.926,40.039,32.227,59.082,0
191374.856,10.254,24.414,36.621,20.020,78.613,0
191374.860,3.418,34.180,34.180,15.625,27.344,0
191374.864,6.836,40.527,37.598,22.949,7.812,0
191374.868,14.648,31.738,33.691,26.367,17.578,0
191374.872,22.949,29.785,29.297,16.602,17.578,0
191374.875,19.531,37.109,31.250,11.719,48.828,0
191374.879,10.742,31.738,28.809,17.090,23.926,0
191374.883,9.766,25.391,23.926,22.949,7.324,0
191374.887,14.160,33.203,29.785,25.391,76.172,0
191374.891,28.809,38.086,39.551,18.066,70.312,0
191374.895,33.203,37.598,31.250,18.555,20.996,0
191374.899,23.926,34.180,21.973,34.180,53.223,0
191374.903,28.809,28.320,30.273,42.480,101.074,0
191374.907,29.785,31.738,35.156,23.926,79.102,0
191374.911,20.996,37.109,34.668,10.742,53.223,0
191374.914,14.160,31.738,33.691,14.648,31.250,0
191374.918,19.531,31.250,30.273,29.785,22.461,0
191374.922,31.738,36.133,29.297,26.367,11.719,0
191374.926,28.320,33.691,32.715,15.137,-22.949,0
191374.930,18.555,33.203,35.156,16.602,-19.531,0
191374.934,20.996,35.156,30.273,32.227,49.316,0
191374.938,23.438,36.621,26.855,37.109,71.289,0
191374.942,27.832,33.691,32.227,18.555,-6.348,0
191374.946,19.531,28.809,40.039,9.766,-60.059,0
191374.950,16.602,29.785,38.574,27.344,2.441,0
191374.954,23.438,31.738,30.762,32.715,53.711,0
191374.957,21.484,36.621,28.809,19.531,-29.297,0
191374.961,20.996,37.109,23.926,15.625,-89.844,0
191374.965,16.113,27.344,14.160,27.832,-34.180,0
191374.969,13.672,24.902,20.020,37.109,32.227,0
191374.973,16.113,29.297,33.203,14.160,-12.207,0
191374.977,13.184,32.715,41.992,0.977,-18.066,0
191374.981,8.789,33.691,42.969,19.531,31.738,0
191374.985,17.090,36.133,34.180,34.668,58.594,0
191374.989,22.949,32.227,23.438,18.066,25.391,0
191374.993,15.137,29.297,29.297,2.441,16.602,0
191374.997,13.672,37.109,43.457,16.113,35.156,1
191375.000,19.043,36.133,43.945,23.926,71.777,0
191375.004,18.066,31.250,39.551,20.508,100.586,0
191375.008,13.672,28.809,37.109,9.766,19.531,0
191375.012,6.836,31.250,35.156,4.883,-19.531,0
191375.016,8.789,35.645,39.551,18.555,27.832,0
191375.020,17.578,39.062,39.551,23.438,34.668,0
191375.024,21.973,42.480,31.738,17.578,2.441,0
191375.028,25.879,44.434,32.227,22.461,-6.348,0
191375.032,10.254,34.668,38.574,22.461,-5.371,0
191375.036,-0.977,26.855,38.574,26.367,47.363,0
191375.039,7.324,25.879,37.109,25.879,68.359,0
191375.043,6.348,24.902,29.297,15.625,19.531,0
191375.047,8.789,26.367,23.438,20.020,3.906,0
191375.051,19.531,26.367,27.344,36.133,24.414,0
191375.055,18.066,25.391,31.738,38.574,11.230,0
191375.059,14.160,26.367,27.832,27.832,-49.316,0
191375.063,17.578,25.879,24.414,12.695,-38.574,0
191375.067,25.391,25.879,32.227,21.973,42.480,0
191375.071,27.832,32.715,36.133,33.203,50.293,0
191375.075,29.297,34.180,35.156,22.461,9.277,0
191375.079,25.879,32.227,27.344,17.090,-20.508,0
191375.082,24.902,28.809,23.438,33.691,-35.645,0
191375.086,26.855,30.762,31.738,50.293,23.438,0
191375.090,19.043,29.785,29.785,33.691,32.715,0
191375.094,9.277,23.438,21.484,14.160,-38.574,0
191375.098,8.789,28.320,20.996,20.020,2.930,0
191375.102,5.371,31.250,25.879,34.180,101.562,0
191375.106,4.395,31.738,32.715,16.113,72.754,0
191375.110,9.277,31.250,40.039,-0.977,15.137,0
191375.114,3.906,29.297,41.016,12.207,65.430,0
191375.118,13.184,27.832,31.250,35.645,164.062,0
191375.122,15.137,31.738,28.809,24.902,145.020,0
191375.125,4.395,32.715,37.598,2.930,36.133,0
191375.129,5.371,30.273,37.598,8.789,-19.531,0
191375.133,19.531,31.738,28.320,31.738,68.359,0
191375.137,25.391,31.250,26.367,39.062,106.934,0
191375.141,19.531,35.156,30.273,21.484,40.527,0
191375.145,20.020,39.062,33.203,19.531,52.734,0
191375.149,18.066,28.809,36.133,33.691,42.480,0
191375.153,24.902,23.926,33.203,37.109,-4.883,0
191375.157,28.320,29.785,38.574,28.320,-12.695,0
191375.161,19.531,33.203,39.551,24.902,-33.691,0
191375.164,18.066,29.297,27.832,40.039,0.488,0
191375.168,22.461,23.438,25.879,50.781,21.484,0
191375.172,29.785,24.902,35.156,31.738,2.441,0
191375.176,30.762,36.621,31.738,28.320,-1.465,0
191375.180,24.414,31.738,26.855,39.551,9.766,0
191375.184,22.461,24.414,32.227,50.293,68.359,0
191375.188,29.297,31.738,39.062,37.598,87.891,0
191375.192,23.926,34.180,40.039,12.695,53.711,0
191375.196,11.719,37.109,40.039,14.160,24.902,0
191375.200,11.230,34.180,42.480,26.855,46.875,0
191375.204,9.277,31.250,34.180,36.621,124.023,0
191375.207,3.418,31.250,24.902,20.020,89.844,0
191375.211,6.836,24.902,27.832,4.883,44.434,0
191375.215,15.137,27.832,25.391,18.066,64.941,0
191375.219,21.484,32.227,19.531,32.715,92.773,0
191375.223,18.066,27.832,26.855,23.926,62.988,0
191375.227,18.555,29.785,39.551,18.066,3.906,0
191375.231,19.531,31.250,42.969,30.762,19.531,0
191375.235,23.438,31.250,41.992,41.504,37.598,0
191375.239,24.414,34.668,41.016,33.203,46.875,0
191375.243,22.461,33.203,36.621,28.809,8.789,0
191375.247,22.461,28.320,26.855,33.691,-29.785,0
191375.250,28.320,26.367,20.508,46.875,27.832,0
191375.254,29.785,29.297,25.879,48.340,83.496,0
191375.258,26.855,34.180,39.551,25.391,52.734,0
191375.262,26.855,34.668,46.387,16.602,22.461,0
191375.266,20.996,31.738,48.340,35.645,37.598,0
191375.270,14.648,27.832,41.992,35.645,38.574,0
191375.274,16.113,33.203,37.598,18.066,13.184,0
191375.278,13.672,33.691,38.086,18.555,0.488,0
191375.282,16.602,26.855,36.133,31.738,46.875,0
191375.286,20.020,31.738,30.273,39.551,62.500,0
191375.289,19.043,36.133,20.020,23.438,5.859,0
191375.293,16.113,34.180,20.020,11.719,-10.254,0
191375.297,12.207,31.738,24.902,18.066,14.648,0
191375.301,15.137,28.320,33.203,35.645,43.457,0
191375.305,11.230,23.926,38.574,33.203,24.414,0
191375.309,10.742,23.926,37.109,16.602,-6.348,0
191375.313,8.301,23.438,42.969,12.207,-5.371,0
191375.317,9.766,27.344,36.133,26.367,44.434,0
191375.321,18.066,31.250,30.273,36.133,84.473,0
191375.325,20.508,28.809,34.668,25.879,31.738,0
191375.329,9.766,32.227,31.738,19.531,-43.945,0
191375.332,11.230,35.156,30.762,33.691,-40.527,0
191375.336,26.855,31.250,29.785,35.156,-16.602,0
191375.340,24.414,33.691,23.926,17.578,-35.156,0
191375.344,15.137,36.133,20.996,13.184,-35.156,0
191375.348,11.230,32.227,30.762,16.113,-42.969,0
191375.352,12.207,26.855,36.621,24.902,-31.250,0
191375.356,20.020,27.832,36.621,24.414,26.855,0
191375.360,22.949,28.320,38.086,15.625,-7.324,0
191375.364,19.531,30.273,32.715,24.414,-1.465,0
191375.368,21.973,32.227,30.762,45.410,80.078,0
191375.372,29.297,35.156,29.297,37.109,77.637,0
191375.375,23.926,36.133,23.926,19.531,41.504,0
191375.379,8.301,27.344,24.902,21.973,12.207,0
191375.383,9.766,20.996,33.691,38.574,37.598,0
191375.387,16.113,26.855,37.109,40.039,42.969,0
191375.391,15.137,32.227,36.133,12.207,-2.441,0
191375.395,8.789,29.297,40.527,0.977,-5.371,0
191375.399,17.090,29.785,40.039,26.367,0.000,0
191375.403,20.020,28.809,36.133,38.086,37.598,0
191375.407,12.695,24.902,35.156,12.695,7.812,0
191375.411,15.625,25.391,30.762,13.184,-2.441,0
191375.414,10.254,26.855,25.391,28.809,24.414,0
191375.418,12.207,26.855,36.621,48.340,44.434,0
191375.422,18.555,30.762,44.922,40.527,27.344,0
191375.426,17.090,34.668,41.504,15.137,-19.043,0
191375.430,17.090,36.621,39.551,15.137,8.789,0
191375.434,23.438,35.645,30.762,30.273,57.617,0
191375.438,10.254,31.250,26.855,22.949,47.363,0
191375.442,0.488,32.227,29.297,-0.977,10.742,0
191375.446,1.465,31.250,28.320,9.766,40.527,0
191375.450,3.418,23.926,30.273,33.203,49.316,0
191375.454,11.719,28.320,26.855,36.133,31.250,0
191375.457,8.301,35.156,22.461,15.625,-10.742,0
191375.461,8.301,30.273,27.832,7.324,-34.180,0
191375.465,15.625,25.879,36.621,25.391,-4.883,0
191375.469,14.160,25.391,40.039,39.062,51.758,0
191375.473,5.859,30.273,31.738,23.438,38.574,0
191375.477,6.348,34.668,24.414,13.184,14.648,0
191375.481,5.859,31.738,34.180,20.508,27.344,0
191375.485,6.836,28.320,38.086,29.297,33.203,0
191375.489,5.371,31.738,33.691,26.855,40.039,0
191375.493,4.395,36.621,33.203,17.578,-8.789,0
191375.497,12.207,34.180,33.691,20.508,-69.336,0
191375.500,18.555,31.738,25.879,44.922,-15.137,0
191375.504,22.949,32.715,16.602,52.246,23.926,0
191375.508,23.438,33.691,26.367,27.832,-30.762,0
191375.512,17.578,28.809,44.922,20.020,-59.082,0
191375.516,9.766,20.996,45.898,38.574,5.859,0
191375.520,14.160,21.484,32.715,42.969,90.332,0
191375.524,9.277,28.320,27.832,29.785,45.410,0
191375.528,0.977,29.785,29.785,12.695,-45.898,0
191375.532,5.859,32.715,31.738,12.207,-20.508,0
191375.536,13.184,32.715,32.715,33.691,39.062,0
191375.539,13.184,27.344,34.180,27.344,22.461,0
191375.543,8.301,25.879,35.156,16.602,32.715,0
191375.547,6.836,23.926,33.203,27.832,28.809,0
191375.551,9.277,24.414,33.691,48.828,52.246,0
191375.555,12.695,29.785,32.227,45.898,55.176,0
191375.559,12.207,29.785,29.785,22.461,18.555,0
191375.563,9.766,23.926,37.598,20.508,44.434,0
191375.567,15.137,23.438,39.551,39.551,77.148,0
191375.571,22.461,25.391,37.109,33.691,63.477,1
191375.575,20.508,22.461,37.109,11.719,-37.109,0
191375.579,13.672,22.949,35.156,12.207,-12.207,0
191375.582,12.695,27.344,37.109,26.855,71.777,0
191375.586,22.949,32.227,31.738,30.762,83.496,0
191375.590,27.832,32.227,30.273,25.391,32.227,0
191375.594,18.066,33.203,30.273,23.438,-5.371,0
191375.598,12.207,38.086,29.297,39.551,46.387,0
191375.602,16.602,33.691,27.344,55.664,92.773,0
191375.606,15.137,26.367,21.973,34.180,80.566,0
191375.610,10.742,29.785,29.297,12.695,3.418,0
191375.614,7.812,29.785,34.668,29.297,-0.488,0
191375.618,4.883,21.973,28.809,37.109,39.551,0
191375.622,10.742,26.367,32.715,25.391,33.203,0
191375.625,16.113,33.691,35.645,12.695,10.742,0
191375.629,8.301,30.273,32.715,15.137,-5.859,0
191375.633,7.812,30.762,26.855,36.621,11.719,0
191375.637,8.789,33.691,21.973,34.180,21.484,0
191375.641,6.348,36.133,30.273,11.230,-11.719,0
191375.645,2.441,36.621,36.621,5.859,-15.137,0
191375.649,1.953,32.715,27.832,24.902,33.203,0
191375.653,16.602,34.180,24.902,36.133,66.895,0
191375.657,25.879,35.156,31.738,21.484,40.039,0
191375.661,8.301,29.785,31.250,15.625,-25.391,0
191375.664,1.465,31.250,29.785,20.020,-12.695,0
191375.668,5.859,31.738,27.832,28.809,62.988,0
191375.672,9.766,26.367,31.250,22.949,69.824,0
191375.676,11.230,23.926,31.250,10.742,11.719,0
191375.680,3.906,25.879,30.273,14.160,-6.348,0
191375.684,3.906,23.438,38.574,34.180,89.355,0
191375.688,9.766,22.949,39.551,37.109,122.070,0
191375.692,17.090,33.691,31.738,17.090,66.895,0
191375.696,12.695,36.621,34.668,17.578,53.223,0
191375.700,14.648,31.738,41.992,43.945,43.945,0
191375.704,25.391,31.250,44.922,55.664,43.945,0
191375.707,2.930,31.250,41.504,20.508,35.645,0
191375.711,-10.254,29.785,33.203,2.930,8.789,0
191375.715,3.906,29.785,33.691,34.668,23.926,0
191375.719,11.230,27.344,31.250,47.363,55.176,0
191375.723,8.789,25.879,24.902,19.043,8.301,0
191375.727,15.625,29.297,21.484,10.742,-36.621,0
191375.731,17.090,29.297,21.484,26.855,35.156,0
191375.735,14.648,25.879,27.832,42.480,109.375,0
191375.739,20.508,32.227,29.297,36.621,88.867,0
191375.743,20.508,35.156,32.715,20.508,56.641,0
191375.747,9.277,32.715,38.574,23.926,35.645,0
191375.750,12.695,29.297,36.621,41.016,78.125,0
191375.754,21.973,27.832,26.367,35.156,102.051,0
191375.758,25.391,33.691,21.973,22.461,32.227,0
191375.762,20.020,35.645,24.414,28.320,-1.953,0
191375.766,16.602,30.273,23.438,44.434,7.324,0
191375.770,26.367,25.391,24.902,48.340,21.484,0
191375.774,31.738,31.738,27.832,32.227,9.766,0
191375.778,23.438,34.668,35.645,27.344,4.395,0
191375.782,13.184,27.344,42.480,37.598,46.875,0
191375.786,14.648,24.414,41.016,42.969,72.754,0
191375.789,16.113,27.832,37.598,30.273,70.801,0
191375.793,20.996,31.738,35.645,18.555,28.320,0
191375.797,14.648,27.832,29.297,21.973,19.531,0
191375.801,16.113,22.461,23.926,34.668,69.336,0
191375.805,23.438,25.879,22.949,28.809,26.855,0
191375.809,21.973,33.203,19.043,20.020,-32.715,0
191375.813,18.555,37.598,19.043,20.996,-41.016,0
191375.817,17.090,32.227,31.738,36.133,27.344,0
191375.821,22.949,31.250,38.086,39.551,75.195,0
191375.825,21.973,31.738,33.691,14.648,30.273,0
191375.829,14.648,25.879,30.273,8.789,10.254,0
191375.832,13.672,26.855,25.391,26.855,9.766,0
191375.836,30.762,34.668,22.949,32.227,70.312,0
191375.840,34.668,37.109,27.832,16.602,62.500,0
191375.844,18.066,39.062,32.227,11.719,-3.906,0
191375.848,14.648,37.598,29.297,22.461,-6.348,0
191375.852,21.973,32.227,25.879,38.086,64.453,0
191375.856,21.973,37.109,25.879,32.715,83.984,0
191375.860,14.160,37.109,28.809,23.926,20.996,0
191375.864,2.930,26.855,34.668,31.738,48.340,0
191375.868,5.371,24.902,36.133,46.875,123.047,0
191375.872,17.090,30.762,30.762,36.133,113.770,0
191375.875,13.672,34.668,27.344,13.184,98.145,0
191375.879,7.812,39.062,35.645,18.066,97.168,0
191375.883,12.207,36.621,40.039,35.156,123.535,0
191375.887,11.719,26.367,32.227,38.574,145.508,0
191375.891,7.812,26.855,25.879,23.926,82.031,0
191375.895,9.277,35.645,19.531,20.508,60.547,0
191375.899,10.742,33.203,20.508,33.203,84.961,0
191375.903,15.625,29.785,28.320,35.645,86.426,0
191375.907,21.484,28.809,33.203,23.926,36.621,0
191375.911,15.137,28.320,33.691,15.625,11.230,0
191375.914,4.395,25.879,32.715,19.043,26.367,0
191375.918,12.207,21.484,34.180,31.250,49.316,0
191375.922,14.160,27.344,32.715,24.414,42.480,0
191375.926,9.766,35.645,32.715,20.508,36.133,0
191375.930,11.230,34.668,34.180,22.949,34.180,0
191375.934,12.207,25.391,36.621,37.598,36.133,0
191375.938,15.137,19.531,41.016,38.574,47.363,0
191375.942,15.625,24.414,43.457,15.625,33.691,0
191375.946,11.230,30.762,40.039,19.531,3.906,0
191375.950,11.230,34.180,36.133,36.133,-5.371,0
191375.954,20.508,33.691,35.645,35.645,20.020,0
191375.957,21.973,34.180,39.062,19.043,4.395,0
191375.961,14.648,34.668,43.945,12.207,-46.875,0
191375.965,12.207,30.762,42.480,27.832,-13.672,0
191375.969,15.137,29.297,33.691,44.434,88.867,0
191375.973,20.508,32.715,25.391,33.691,69.824,0
191375.977,24.414,35.156,24.902,20.020,0.977,0
191375.981,14.648,30.762,33.203,24.902,46.387,0
191375.985,9.277,22.461,31.250,33.691,93.262,0
191375.989,14.648,24.414,28.320,34.668,63.965,0
191375.993,16.602,30.273,33.691,27.344,2.930,0
191375.997,17.090,26.855,35.645,28.809,-3.906,0
191376.000,20.508,25.391,37.109,41.016,45.410,0
191376.004,19.531,33.691,35.156,36.621,56.641,0
191376.008,21.484,32.715,34.180,20.020,11.230,0
191376.012,20.020,29.785,30.273,11.719,-17.578,0
191376.016,18.555,28.809,20.996,32.227,33.203,0
191376.020,22.949,28.320,23.438,43.457,58.105,0
191376.024,18.066,31.250,30.273,20.020,-5.859,0
191376.028,20.020,38.086,32.227,9.277,-2.441,0
191376.032,13.184,37.598,26.855,17.090,23.438,0
191376.036,7.324,34.668,22.949,27.344,43.945,0
191376.039,12.695,37.598,24.902,20.996,19.043,0
191376.043,11.719,37.109,31.738,15.625,-41.992,0
191376.047,10.254,35.156,33.691,21.973,7.324,0
191376.051,12.207,30.762,28.320,37.598,47.363,0
191376.055,7.324,29.297,23.926,28.320,43.457,0
191376.059,4.883,31.738,25.879,4.395,33.691,0
191376.063,4.883,25.391,29.785,13.184,6.836,0
191376.067,2.930,20.020,34.180,26.855,49.805,0
191376.071,10.742,27.832,40.527,24.414,56.641,0
191376.075,10.742,37.109,38.574,5.859,30.762,0
191376.079,1.465,33.203,38.574,-3.906,20.508,0
191376.082,2.930,26.855,39.551,12.695,23.926,0
191376.086,10.254,28.809,34.668,28.320,88.867,0
191376.090,12.695,35.156,31.738,17.578,55.664,0
191376.094,13.672,38.086,28.320,14.160,1.465,0
191376.098,6.836,31.738,26.367,8.789,16.113,0
191376.102,5.859,29.785,29.785,15.137,44.434,0
191376.106,13.672,36.133,34.668,19.043,68.848,0
191376.110,13.672,34.180,40.039,4.883,-9.277,0
191376.114,3.418,28.809,46.875,11.230,-35.645,0
191376.118,6.348,28.320,45.898,26.367,49.316,0
191376.122,10.254,28.809,38.574,28.320,47.363,0
191376.125,8.301,27.344,37.598,17.090,-29.297,0
191376.129,2.441,20.996,39.062,9.277,-37.598,0
191376.133,5.859,20.996,40.039,27.344,7.812,0
191376.137,19.043,34.668,33.691,34.180,60.547,0
191376.141,16.602,37.109,23.926,10.254,30.762,0
191376.145,15.137,33.691,23.926,9.766,-11.719,0
