timestamps,TP9,AF7,AF8,TP10,Right AUX,Estimulo
217087.992,29.297,10.742,44.434,51.270,42.969,0
217087.996,23.926,17.578,43.457,39.551,55.664,0
217088.000,25.879,20.508,41.992,19.531,65.918,0
217088.004,20.020,3.418,40.039,5.859,18.555,0
217088.008,20.508,21.484,34.668,17.090,6.836,0
217088.012,29.297,34.180,33.691,32.715,37.598,0
217088.016,39.551,30.762,29.297,41.504,41.992,0
217088.020,44.434,39.062,27.832,39.062,0.000,0
217088.024,41.016,38.574,45.898,38.086,3.906,0
217088.027,35.156,25.879,53.223,35.645,55.176,0
217088.031,32.227,20.020,40.527,44.434,57.129,0
217088.035,33.691,17.578,34.668,48.340,58.105,0
217088.039,25.879,17.578,41.992,24.414,50.293,0
217088.043,20.996,14.648,29.785,20.020,69.824,0
217088.047,35.645,10.254,13.672,28.809,112.305,0
217088.051,40.527,42.480,31.738,32.715,109.375,0
217088.055,30.762,59.570,39.551,32.715,102.051,0
217088.059,32.227,45.898,38.574,45.410,79.102,0
217088.063,42.969,45.898,45.410,50.781,57.617,2
217088.067,44.434,37.598,39.551,31.250,11.719,0
217088.070,29.297,22.461,37.598,17.090,9.766,0
217088.074,23.438,21.484,21.484,20.020,67.871,0
217088.078,27.344,23.438,23.438,32.715,38.574,0
217088.082,37.109,20.996,49.805,41.016,47.363,0
217088.086,40.039,14.160,38.574,43.945,69.824,0
217088.090,40.039,37.598,27.832,48.340,7.812,0
217088.094,37.598,54.688,31.250,39.062,-27.832,0
217088.098,26.855,39.551,38.574,25.391,-20.996,0
217088.102,15.625,35.156,44.434,28.809,-4.395,0
217088.106,18.555,34.668,26.367,27.832,-6.348,0
217088.110,45.898,35.156,41.504,38.574,-30.762,0
217088.113,39.551,38.574,64.941,32.227,-38.574,0
217088.117,15.137,30.762,47.852,12.207,-30.762,0
217088.121,36.133,26.855,35.156,29.297,-12.207,0
217088.125,43.457,31.738,30.762,41.992,3.906,0
217088.129,37.598,21.484,38.574,48.340,5.371,0
217088.133,49.805,20.996,50.781,67.871,29.297,0
217088.137,51.270,51.270,49.316,61.035,56.641,0
217088.141,42.969,54.199,52.246,38.574,21.484,0
217088.145,28.320,36.133,51.758,31.250,0.488,0
217088.149,20.996,27.832,49.316,27.832,6.348,0
217088.152,23.438,26.367,38.574,28.809,6.348,0
217088.156,27.832,20.508,30.273,31.250,3.906,0
217088.160,36.133,19.043,34.180,39.062,12.207,0
217088.164,45.898,27.832,37.109,49.805,64.453,0
217088.168,50.781,32.715,49.316,47.363,86.914,0
217088.172,35.645,17.578,58.105,33.691,60.547,0
217088.176,22.949,10.742,50.293,19.531,41.016,0
217088.180,24.414,31.738,36.133,24.414,62.012,0
217088.184,19.043,37.109,25.879,20.020,45.898,0
217088.188,23.438,36.621,27.344,20.020,19.531,0
217088.192,36.133,32.715,41.992,37.598,67.383,0
217088.195,43.457,25.879,46.875,38.086,78.125,0
217088.199,44.922,32.715,52.246,32.715,81.055,0
217088.203,29.297,34.668,51.758,37.109,52.246,0
217088.207,11.719,25.391,31.738,27.832,23.926,0
217088.211,16.113,26.367,34.668,17.090,70.312,0
217088.215,28.809,24.902,34.668,31.250,56.641,0
217088.219,33.203,22.949,39.062,31.250,16.113,0
217088.223,37.598,40.527,52.246,31.738,62.500,0
217088.227,47.363,30.762,48.828,46.387,74.219,0
217088.231,48.340,21.973,48.340,49.805,7.324,0
217088.235,31.738,31.250,43.457,36.133,-1.465,0
217088.238,32.227,27.832,43.457,33.203,22.949,0
217088.242,45.898,25.879,36.621,44.434,14.648,0
217088.246,41.016,36.621,30.273,45.898,17.578,0
217088.250,36.621,46.875,37.598,34.668,25.879,0
217088.254,33.203,42.969,43.945,24.902,24.902,0
217088.258,38.574,42.969,34.180,27.832,31.738,0
217088.262,53.223,55.664,16.602,41.016,27.344,0
217088.266,36.133,40.039,25.879,28.809,-15.137,0
217088.270,18.555,24.902,54.688,14.648,12.695,0
217088.274,23.438,34.180,66.895,18.066,20.508,0
217088.277,28.809,27.832,59.570,28.320,-5.859,0
217088.281,43.945,10.742,52.246,60.059,27.832,0
217088.285,34.180,19.043,46.875,46.387,48.828,0
217088.289,22.461,23.438,38.086,23.438,20.508,0
217088.293,22.949,26.855,32.227,24.414,37.109,0
217088.297,24.902,34.180,42.969,22.949,51.270,0
217088.301,37.598,27.344,58.105,41.504,40.527,0
217088.305,24.902,17.578,57.129,40.527,34.180,0
217088.309,24.902,34.668,63.965,35.645,10.254,0
217088.313,31.738,32.227,63.965,36.621,27.832,0
217088.317,28.809,20.996,30.273,38.086,60.059,0
217088.320,41.504,45.410,18.066,54.688,38.086,0
217088.324,36.133,46.875,41.992,35.645,24.902,0
217088.328,26.855,25.879,58.594,16.602,24.902,0
217088.332,24.902,23.926,56.641,19.043,37.109,0
217088.336,20.508,36.621,41.504,20.508,50.781,0
217088.340,26.855,36.621,42.480,26.855,50.781,0
217088.344,26.367,13.672,51.758,22.949,51.270,0
217088.348,11.230,6.348,39.551,7.324,24.414,0
217088.352,10.742,47.363,49.805,5.859,-25.879,0
217088.356,-0.977,56.641,62.012,-1.953,27.832,0
217088.360,-15.625,46.875,52.734,-1.953,75.684,0
217088.363,-7.812,64.941,51.270,0.977,16.113,0
217088.367,-19.043,62.500,42.969,-13.184,-17.578,0
217088.371,-41.992,41.504,33.203,-27.832,8.301,0
217088.375,-53.223,39.062,34.180,-45.898,24.414,0
217088.379,-58.105,60.059,25.879,-58.105,11.719,0
217088.383,-77.637,67.383,20.020,-79.590,8.301,0
217088.387,-90.332,70.801,27.832,-91.797,40.527,0
217088.391,-98.633,79.102,31.738,-96.191,53.711,0
217088.395,-117.676,78.125,29.297,-127.441,-5.371,0
217088.399,-136.719,78.125,25.391,-156.250,-28.320,0
217088.402,-145.508,85.938,36.133,-155.273,20.996,0
217088.406,-153.809,83.496,32.227,-162.109,12.695,0
217088.410,-154.785,85.449,24.414,-153.809,-2.930,0
217088.414,-143.555,95.703,42.480,-128.906,-1.953,0
217088.418,-145.508,83.496,35.156,-128.906,-16.602,0
217088.422,-162.598,82.031,5.371,-147.461,-3.906,0
217088.426,-180.176,92.285,25.879,-170.410,-0.977,0
217088.430,-178.223,86.914,59.570,-177.734,-1.953,0
217088.434,-163.574,78.125,58.105,-167.969,0.488,0
217088.438,-162.109,69.336,42.480,-156.738,-9.277,0
217088.442,-156.738,65.918,41.992,-147.461,-37.109,0
217088.445,-142.090,56.641,30.273,-135.742,-10.742,0
217088.449,-129.395,42.480,23.438,-120.605,38.086,0
217088.453,-117.188,45.898,32.715,-104.980,39.062,0
217088.457,-101.074,53.223,39.062,-97.656,58.594,0
217088.461,-82.031,45.898,39.551,-80.566,59.570,0
217088.465,-60.547,36.621,29.785,-52.246,57.129,0
217088.469,-58.105,34.180,2.930,-48.828,16.602,0
217088.473,-57.129,46.387,3.418,-43.457,18.066,0
217088.477,-40.039,53.223,29.297,-40.527,70.801,0
217088.481,-27.832,43.457,28.320,-30.273,44.922,0
217088.485,-20.508,25.879,17.090,-9.766,11.230,0
217088.488,-6.836,32.227,20.020,1.465,20.996,0
217088.492,20.996,49.805,33.203,21.484,55.664,0
217088.496,41.504,48.828,32.227,32.227,73.242,0
217088.500,34.668,29.297,15.625,27.832,39.551,0
217088.504,26.855,4.395,13.672,29.785,19.043,0
217088.508,31.738,1.465,23.438,38.574,19.043,0
217088.512,40.039,13.672,26.367,51.270,40.039,0
217088.516,49.316,17.578,16.602,50.293,42.969,0
217088.520,62.500,21.973,16.602,52.734,38.086,0
217088.524,79.102,33.203,28.320,70.312,65.430,0
217088.527,80.078,29.785,22.949,72.266,69.824,0
217088.531,63.477,9.277,19.531,62.988,52.246,0
217088.535,70.801,0.000,15.625,68.848,35.645,0
217088.539,87.891,3.906,14.160,76.660,64.941,0
217088.543,88.867,7.812,26.855,85.938,41.504,0
217088.547,83.008,20.508,28.809,85.938,28.320,0
217088.551,79.590,20.996,33.203,76.660,62.988,0
217088.555,88.867,20.996,41.992,80.566,77.637,0
217088.559,89.844,14.648,35.156,80.078,27.832,0
217088.563,94.238,-4.395,33.691,86.426,-2.441,0
217088.567,116.699,4.883,29.785,113.770,30.273,0
217088.570,112.793,15.137,19.043,113.281,45.410,0
217088.574,96.191,8.789,31.738,90.820,22.949,0
217088.578,111.328,14.648,47.852,110.840,-20.996,0
217088.582,135.742,28.320,53.711,143.066,47.363,0
217088.586,124.023,23.926,43.457,124.512,84.961,0
217088.590,102.539,-4.395,29.785,100.586,20.996,0
217088.594,108.398,-9.766,43.457,101.562,-0.488,0
217088.598,106.934,1.953,48.828,100.586,62.988,0
217088.602,108.398,14.160,31.250,106.934,59.082,0
217088.606,114.258,27.344,22.949,116.699,15.625,0
217088.610,119.629,35.645,39.062,120.117,27.832,0
217088.613,135.742,19.531,48.340,130.371,61.035,0
217088.617,131.348,2.930,41.504,126.465,46.875,0
217088.621,116.211,17.090,43.945,120.605,6.348,0
217088.625,111.328,32.715,50.781,118.164,11.719,0
217088.629,95.703,18.066,44.922,104.980,34.180,0
217088.633,93.750,9.277,34.668,100.586,49.805,0
217088.637,92.285,22.949,41.016,84.473,5.859,0
217088.641,102.539,28.320,54.688,92.285,-43.457,0
217088.645,121.582,29.297,52.734,119.141,-16.113,0
217088.649,119.141,33.691,50.781,122.070,16.113,0
217088.652,103.516,23.438,49.805,97.168,6.348,0
217088.656,75.684,4.395,29.785,81.055,5.859,1
217088.660,72.754,3.906,15.137,83.984,53.223,0
217088.664,75.684,19.531,35.645,73.242,15.625,0
217088.668,80.566,28.320,60.059,85.938,-41.504,0
217088.672,100.098,26.855,50.781,114.746,-44.434,0
217088.676,103.027,23.438,55.176,104.492,-46.875,0
217088.680,86.914,13.184,61.035,77.148,-66.406,0
217088.684,75.684,20.996,48.340,71.777,-90.820,0
217088.688,73.730,23.438,37.109,74.707,-37.598,0
217088.692,79.590,23.926,30.273,85.938,15.137,0
217088.695,85.449,18.555,33.203,93.750,34.180,0
217088.699,87.891,12.207,38.574,85.938,36.621,0
217088.703,91.797,26.367,43.457,83.008,32.227,0
217088.707,84.961,35.645,37.598,84.473,1.465,0
217088.711,65.430,34.668,32.715,73.242,-6.348,0
217088.715,62.012,19.043,46.875,63.477,42.480,0
217088.719,64.941,8.789,44.922,59.570,52.734,0
217088.723,66.895,10.742,29.297,61.523,53.223,0
217088.727,67.383,7.812,36.133,71.289,41.504,0
217088.731,68.848,26.367,38.086,90.820,18.555,0
217088.735,63.477,40.527,31.250,83.496,19.531,0
217088.738,52.246,25.391,46.387,55.176,-25.391,0
217088.742,54.199,21.973,50.781,51.758,12.207,0
217088.746,54.688,35.156,31.250,56.152,48.340,0
217088.750,42.969,18.066,18.555,47.363,17.090,0
217088.754,37.109,2.441,34.180,40.039,35.156,0
217088.758,54.199,17.578,53.223,50.293,20.508,0
217088.762,55.664,22.949,58.594,56.641,8.301,0
217088.766,50.293,35.645,47.852,55.664,29.297,0
217088.770,52.734,38.574,35.156,56.641,3.906,0
217088.774,46.875,25.879,33.691,45.898,-23.438,0
217088.777,53.711,10.254,28.320,45.410,8.301,0
217088.781,60.547,3.906,12.695,66.406,9.277,0
217088.785,66.406,27.344,26.855,64.941,13.184,0
217088.789,66.406,46.875,64.941,55.176,37.109,0
217088.793,56.641,45.898,66.406,52.246,63.477,0
217088.797,48.828,34.180,49.805,46.387,70.801,0
217088.801,31.250,15.625,26.367,31.738,41.016,0
217088.805,32.227,7.324,27.344,33.203,48.340,0
217088.809,45.410,13.672,39.551,50.293,49.805,0
217088.813,44.922,24.902,20.508,58.594,45.898,0
217088.817,41.016,33.203,32.227,47.852,33.203,0
217088.820,40.527,28.809,53.223,36.133,59.082,0
217088.824,47.363,23.438,52.246,51.270,130.371,0
217088.828,46.387,22.949,53.711,48.340,80.566,0
217088.832,37.109,21.973,39.062,38.086,10.742,0
217088.836,44.434,20.996,20.508,50.781,53.223,0
217088.840,48.828,21.484,30.273,48.340,91.797,0
217088.844,39.551,30.762,38.086,35.156,93.262,0
217088.848,35.645,36.621,28.809,39.551,62.500,0
217088.852,42.969,30.762,35.156,43.457,30.273,0
217088.856,56.641,41.504,53.711,49.316,21.973,0
217088.860,54.199,39.062,52.246,47.852,36.621,0
217088.863,47.363,32.227,36.621,40.039,35.156,0
217088.867,46.387,34.180,16.113,41.016,7.324,0
217088.871,46.387,24.414,12.207,41.016,10.742,0
217088.875,40.039,1.465,29.297,36.133,53.223,0
217088.879,41.992,9.277,37.109,44.922,39.551,0
217088.883,54.688,39.062,31.738,59.570,-12.695,0
217088.887,59.082,48.340,33.203,52.246,-6.348,0
217088.891,58.594,57.129,31.250,55.664,29.785,0
217088.895,49.316,56.641,41.016,58.105,38.574,0
217088.899,31.738,38.574,54.199,32.715,53.711,0
217088.902,37.109,30.273,35.156,30.762,47.363,0
217088.906,41.504,19.043,22.461,30.762,6.836,0
217088.910,31.250,11.719,36.133,30.273,29.297,0
217088.914,35.645,14.648,36.621,54.199,51.270,0
217088.918,42.480,30.273,35.156,58.105,33.691,0
217088.922,48.340,43.457,47.852,49.316,18.555,0
217088.926,45.410,42.969,48.340,48.340,17.090,0
217088.930,35.645,35.156,38.086,40.039,83.496,0
217088.934,34.180,25.879,46.387,41.992,58.594,0
217088.938,27.344,23.438,36.621,31.250,24.414,0
217088.942,30.762,21.973,18.066,17.090,50.781,0
217088.945,40.527,22.461,26.367,31.738,48.340,0
217088.949,43.457,27.832,33.203,46.387,22.461,0
217088.953,43.945,29.785,41.016,40.527,-5.859,0
217088.957,30.762,23.926,41.504,30.273,6.836,0
217088.961,23.926,15.625,36.133,29.785,-12.695,0
217088.965,21.484,19.043,43.945,29.785,-46.875,0
217088.969,34.668,39.062,44.922,44.922,3.906,0
217088.973,36.133,37.598,20.996,43.945,32.227,0
217088.977,25.879,22.461,23.438,37.598,43.457,0
217088.981,28.809,19.531,42.969,44.434,76.660,0
217088.985,34.180,37.109,49.805,43.945,50.781,0
217088.988,33.691,42.969,51.270,37.598,24.902,0
217088.992,26.855,24.902,42.969,32.227,43.457,0
217088.996,34.668,18.066,32.227,45.410,34.668,0
217089.000,35.156,24.414,22.461,52.246,51.270,0
217089.004,32.715,28.809,14.160,52.734,55.176,0
217089.008,43.945,24.902,21.973,56.152,43.457,0
217089.012,35.156,23.438,41.992,32.715,15.137,0
217089.016,17.090,20.996,57.617,12.695,-17.578,0
217089.020,25.879,27.344,58.105,35.156,-4.883,0
217089.024,36.133,27.344,35.645,44.434,6.836,0
217089.027,43.945,25.879,28.809,54.688,12.695,0
217089.031,50.781,27.832,41.504,65.430,17.578,0
217089.035,46.875,29.297,48.828,50.781,45.898,0
217089.039,31.250,28.320,38.086,31.738,27.832,0
217089.043,31.738,27.832,38.574,34.668,22.949,0
217089.047,52.734,34.180,50.293,54.688,43.457,0
217089.051,46.387,29.785,48.340,47.363,16.602,0
217089.055,34.180,29.785,41.504,32.715,0.000,0
217089.059,42.480,38.574,32.715,33.203,-32.715,0
217089.063,41.016,32.715,33.203,33.203,-13.672,0
217089.067,38.086,32.715,36.133,42.480,30.762,0
217089.070,44.434,38.574,23.438,52.246,8.301,0
217089.074,38.086,30.762,25.391,37.598,7.324,0
217089.078,24.902,22.461,36.133,20.020,11.230,0
217089.082,27.832,21.484,59.082,25.391,52.246,0
217089.086,28.320,16.602,69.824,33.691,58.105,0
217089.090,32.715,17.090,53.711,40.527,35.156,0
217089.094,45.898,30.273,41.504,47.852,9.277,0
217089.098,45.898,31.738,23.438,57.617,22.461,0
217089.102,42.480,18.066,13.672,59.082,41.016,0
217089.106,30.762,17.090,38.086,40.039,41.992,0
217089.110,26.367,41.992,67.871,44.922,55.176,0
217089.113,29.785,40.039,64.453,45.898,46.387,0
217089.117,22.949,24.414,45.898,25.391,62.988,0
217089.121,23.438,26.855,45.898,24.902,75.195,0
217089.125,30.273,27.832,50.293,34.668,61.523,0
217089.129,31.738,21.484,41.504,37.109,49.316,0
217089.133,40.039,21.484,37.598,40.527,66.895,0
217089.137,55.176,38.574,37.598,58.594,59.570,0
217089.141,37.598,27.344,34.668,47.852,32.227,0
217089.145,26.367,24.902,41.992,29.785,11.719,0
217089.149,29.785,38.574,49.316,22.949,-3.418,0
217089.152,23.926,21.973,44.922,15.137,11.719,0
217089.156,33.203,19.531,40.039,34.668,-6.348,0
217089.160,40.527,32.715,29.785,42.969,-17.578,0
217089.164,41.504,32.227,25.391,30.762,5.371,0
217089.168,47.363,36.133,30.762,39.062,-2.441,0
217089.172,36.133,33.203,33.203,31.250,-2.441,0
217089.176,29.785,23.926,41.016,22.461,37.598,0
217089.180,35.156,16.602,44.434,30.762,57.129,0
217089.184,41.016,19.043,47.363,39.062,74.219,0
217089.188,45.410,30.273,36.133,46.875,79.102,0
217089.192,49.805,38.086,32.715,43.457,23.438,0
217089.195,51.758,40.039,48.828,36.621,15.137,0
217089.199,48.828,40.527,53.223,44.434,49.316,0
217089.203,45.898,41.504,45.410,45.898,28.320,1
217089.207,40.527,31.738,45.410,34.668,33.691,0
217089.211,38.086,25.879,41.016,33.203,32.715,0
217089.215,39.062,17.578,19.531,41.016,11.719,0
217089.219,35.645,19.531,31.738,41.504,40.527,0
217089.223,36.133,24.902,43.457,38.086,84.473,0
217089.227,44.434,27.344,38.574,41.992,113.770,0
217089.231,50.781,41.016,43.457,47.363,45.898,0
217089.235,50.293,47.852,44.922,40.527,-37.598,0
217089.238,47.852,38.086,40.527,35.645,-31.738,0
217089.242,41.016,19.043,31.250,34.668,-5.859,0
217089.246,39.551,10.742,33.691,30.762,3.418,0
217089.250,43.457,23.926,42.480,31.250,-17.578,0
217089.254,40.527,31.250,36.621,39.551,-3.906,0
217089.258,41.016,34.668,40.039,48.828,52.734,0
217089.262,38.574,42.969,40.527,39.551,49.316,0
217089.266,33.691,36.133,25.879,25.879,10.742,0
217089.270,39.062,29.785,29.785,34.668,39.062,0
217089.274,37.109,36.133,37.109,38.086,46.387,0
217089.277,33.691,30.762,40.039,38.086,10.254,0
217089.281,38.574,29.297,23.926,35.156,-20.020,0
217089.285,40.039,27.832,11.230,28.320,28.320,0
217089.289,37.598,19.531,31.738,37.598,90.820,0
217089.293,38.086,32.227,47.363,39.062,77.637,0
217089.297,34.180,39.062,46.875,24.902,53.223,0
217089.301,37.598,28.809,48.340,25.391,37.109,0
217089.305,41.992,21.973,41.992,31.250,51.758,0
217089.309,41.504,34.180,31.738,29.785,18.066,0
217089.313,48.340,36.621,35.645,34.668,23.438,0
217089.317,43.945,23.926,39.062,38.574,52.734,0
217089.320,31.250,24.414,44.922,35.156,68.848,0
217089.324,26.855,25.879,46.387,27.832,48.340,0
217089.328,33.691,31.250,40.527,21.973,21.484,0
217089.332,31.250,35.156,40.527,27.832,38.086,0
217089.336,32.715,30.273,48.828,37.109,43.457,0
217089.340,31.250,32.715,56.641,41.504,32.227,0
217089.344,28.809,33.203,53.711,37.598,46.875,0
217089.348,23.926,21.484,42.969,30.273,104.004,0
217089.352,23.438,18.555,33.691,35.645,119.141,0
217089.356,32.227,27.344,19.531,40.527,83.008,0
217089.360,37.598,32.227,29.785,37.598,86.914,0
217089.363,45.410,34.180,56.641,39.062,67.871,0
217089.367,38.086,30.762,60.547,35.156,52.734,0
217089.371,34.180,22.461,58.594,26.367,61.523,0
217089.375,29.785,19.531,60.547,24.414,44.434,0
217089.379,24.414,23.926,58.105,24.414,35.645,0
217089.383,41.016,30.762,56.641,26.855,48.828,0
217089.387,47.852,35.156,50.781,23.438,24.902,0
217089.391,44.922,33.203,46.387,21.484,9.766,0
217089.395,46.875,31.738,54.688,32.715,66.895,0
217089.399,47.363,31.738,48.340,27.832,68.359,0
217089.402,49.805,34.668,54.199,22.949,36.621,0
217089.406,51.270,38.086,69.336,26.367,55.176,0
217089.410,37.598,35.156,66.406,22.461,63.965,0
217089.414,31.250,30.762,66.406,26.855,44.434,0
217089.418,42.969,26.855,65.430,34.180,58.594,0
217089.422,38.574,26.367,62.500,31.738,68.848,0
217089.426,21.484,16.602,57.617,31.250,50.781,0
217089.430,13.672,20.996,59.570,45.898,16.113,0
217089.434,10.742,33.691,64.941,50.293,-11.230,0
217089.438,13.184,35.645,72.266,63.477,27.832,0
217089.442,15.625,36.621,68.848,74.707,32.715,0
217089.445,21.973,32.227,59.082,50.781,-2.441,0
217089.449,25.879,28.320,65.430,39.551,8.789,0
217089.453,16.113,25.391,74.707,36.133,51.270,0
217089.457,29.297,36.621,65.430,26.367,55.176,0
217089.461,48.828,41.504,62.012,10.742,20.508,0
217089.465,49.805,33.203,66.406,-2.930,32.715,0
217089.469,53.223,34.668,57.617,2.930,71.289,0
217089.473,57.617,33.691,41.016,11.230,58.594,0
217089.477,73.730,20.508,43.945,17.578,4.883,0
217089.481,88.867,24.414,44.434,25.391,-10.254,0
217089.485,87.402,50.781,34.668,35.645,19.043,0
217089.488,61.523,57.129,42.969,25.391,19.531,0
217089.492,40.527,41.992,61.523,29.785,32.715,0
217089.496,35.645,27.344,59.082,54.199,58.594,0
217089.500,22.949,22.949,46.875,53.223,53.711,0
217089.504,32.227,35.156,48.340,41.504,40.039,0
217089.508,23.926,38.086,45.410,41.992,29.785,0
217089.512,29.785,36.621,26.367,42.969,36.133,0
217089.516,46.875,36.133,5.371,50.781,32.227,0
217089.520,53.223,39.551,13.672,41.992,18.555,0
217089.524,46.875,45.410,37.598,50.781,19.531,0
217089.527,41.504,28.809,36.621,28.809,49.316,0
217089.531,38.574,5.859,31.738,26.855,54.199,0
217089.535,30.273,13.184,24.414,44.922,34.668,0
217089.539,35.645,22.949,7.324,37.109,47.852,0
217089.543,39.062,19.531,19.531,29.297,71.289,0
217089.547,24.902,22.949,29.297,0.000,57.129,0
217089.551,45.898,32.715,22.949,-1.953,36.621,0
217089.555,61.523,31.738,10.254,16.113,-13.672,0
217089.559,49.316,26.367,4.395,38.574,-29.785,0
